Date,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,SurplusCal,DeficitCal,deficit,surplus,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,
12/23/2013,23,12,2013,16.8476,18,33,29,91,deficit,-95.80786388,surplus,surplus,0.010329739,0.989670261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2013,24,12,2013,16.0818,23,33,40,90,surplus,4.305209948,surplus,deficit,-0.302552641,1.302552641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2013,25,12,2013,12.2528,24,32,54,92,surplus,54.78528098,surplus,deficit,-0.018592447,1.018592447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2013,26,12,2013,17.6134,24,33,44,97,surplus,54.4459099,surplus,deficit,-0.018710506,1.018710506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2013,27,12,2013,16.8476,24,33,40,95,surplus,30.18252227,surplus,deficit,-0.034267086,1.034267086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2013,28,12,2013,14.5502,24,33,40,92,surplus,21.33500975,surplus,deficit,-0.049176273,1.049176273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2013,29,12,2013,16.8476,24,33,37,92,surplus,9.433625242,surplus,deficit,-0.118572971,1.118572971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2013,30,12,2013,15.316,24,34,40,98,surplus,45.03380928,surplus,deficit,-0.022709823,1.022709823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2013,31,12,2013,16.0818,24,34,33,97,surplus,13.20675981,surplus,deficit,-0.081921822,1.081921822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2014,1,1,2014,13.7844,22,33,41,96,surplus,9.943042272,surplus,deficit,-0.111818771,1.111818771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2014,2,1,2014,14.5502,22,32,40,100,surplus,5.751242382,surplus,deficit,-0.210471266,1.210471266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2014,3,1,2014,17.6134,23,34,14,100,deficit,-85.78919302,surplus,surplus,0.011522172,0.988477828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2014,4,1,2014,17.6134,21,34,10,100,deficit,-132.228713,surplus,deficit,0.00750589,0.99249411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2014,5,1,2014,13.0186,19,32.5,46,100,deficit,0.356202481,deficit,surplus,1.553283401,-0.553283401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2014,6,1,2014,16.0818,20,33.5,45,98,surplus,10.83569763,surplus,deficit,-0.10167047,1.10167047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2014,7,1,2014,13.7844,21,33,35,96,deficit,-21.38381609,deficit,surplus,0.044675135,0.955324865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2014,8,1,2014,18.3792,21,32.5,30,98,deficit,-55.40899829,surplus,surplus,0.017727668,0.982272332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2014,9,1,2014,15.316,21.5,33,30,100,deficit,-31.20105473,deficit,surplus,0.031054883,0.968945117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2014,10,1,2014,15.316,22,33,32,99,deficit,-19.44152362,deficit,surplus,0.048920033,0.951079967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2014,1,11,2014,16.0818,22,32,36,98,deficit,-14.74711708,deficit,surplus,0.063503687,0.936496313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2014,2,11,2014,13.7844,21.5,33,32,97,deficit,-25.03499491,deficit,surplus,0.03840984,0.96159016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2014,3,11,2014,19.9108,22,33.5,21,95,deficit,-93.24380125,surplus,surplus,0.010610777,0.989389223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2014,4,11,2014,16.0818,22.5,33.5,38,98,surplus,12.18246509,surplus,deficit,-0.089425721,1.089425721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014,5,11,2014,18.3792,23.5,34,38,98,surplus,32.83220416,surplus,deficit,-0.031414727,1.031414727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2014,6,11,2014,16.8476,25.5,33,46,97,surplus,85.42203247,surplus,deficit,-0.011845249,1.011845249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2014,7,11,2014,14.5502,22,30,48,95,surplus,6.05788388,surplus,deficit,-0.197711142,1.197711142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2014,8,11,2014,17.6134,22.5,32.5,45,93,surplus,20.83858763,surplus,deficit,-0.050406814,1.050406814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2014,9,11,2014,19.145,22.5,35.5,11,95,deficit,-127.8613928,surplus,deficit,0.007760276,0.992239724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2014,20,1,2014,17.6134,23.5,33.5,43,91,surplus,32.04192442,surplus,deficit,-0.032214498,1.032214498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2014,1,12,2014,17.6134,23.5,33.5,43,91,surplus,32.04192442,surplus,deficit,-0.032214498,1.032214498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2014,2,12,2014,9.9554,24,33,49,95,surplus,46.74301821,surplus,deficit,-0.02186126,1.02186126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2014,3,12,2014,17.6134,23.5,33.5,44,90,surplus,34.09736588,surplus,deficit,-0.030213885,1.030213885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2014,4,12,2014,16.8476,22.5,34.5,38,88,deficit,-1.767487409,deficit,surplus,0.361338591,0.638661409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2014,5,12,2014,13.7844,23,34.5,35,91,deficit,0.678567304,deficit,surplus,3.111071186,-2.111071186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2014,6,12,2014,18.3792,24,33.5,43,94,surplus,48.91760519,surplus,deficit,-0.020869156,1.020869156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2014,7,12,2014,16.8476,24,34.5,35,90,surplus,8.777740961,surplus,deficit,-0.128572037,1.128572037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2014,8,12,2014,18.3792,23.5,34,38,94,surplus,21.88648029,surplus,deficit,-0.047877861,1.047877861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2014,9,12,2014,10.7212,24,33.5,45,95,surplus,41.83073435,surplus,deficit,-0.024491355,1.024491355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2014,30,1,2014,13.7844,24,32.5,49,94,surplus,52.18626844,surplus,deficit,-0.01953649,1.01953649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2014,31,1,2014,9.9554,24,31.5,50,95,surplus,38.60454284,surplus,deficit,-0.026592532,1.026592532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2014,1,2,2014,14.5502,23,35,15,71,deficit,-122.7536393,surplus,deficit,0.00808057,0.99191943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2014,2,2,2014,16.8476,21,29,7,64,deficit,-215.3802888,surplus,deficit,0.004621493,0.995378507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2014,3,2,2014,19.145,19,35,20,82,deficit,-153.0193904,surplus,deficit,0.006492689,0.993507311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2014,4,2,2014,16.8476,19,35,30,95,deficit,-61.03535597,surplus,surplus,0.01611984,0.98388016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2014,5,2,2014,19.9108,20,35,30,93,deficit,-66.47267656,surplus,surplus,0.014820814,0.985179186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2014,6,2,2014,18.3792,23,36,15,95,deficit,-91.09771021,surplus,surplus,0.010858033,0.989141967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2014,7,2,2014,20.6766,24,34,34,93,surplus,5.829767706,surplus,deficit,-0.207049295,1.207049295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2014,8,2,2014,17.6134,24,34.5,35,94,surplus,19.4047563,surplus,deficit,-0.054333781,1.054333781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2014,9,2,2014,15.316,23.5,34.5,35,94,surplus,12.17233838,surplus,deficit,-0.089506777,1.089506777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2014,10,2,2014,17.6134,24,34,34,94,surplus,9.79975169,surplus,deficit,-0.11363957,1.11363957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2014,11,2,2014,16.8476,23.5,34.5,29,92,deficit,-21.60474734,deficit,surplus,0.044238495,0.955761505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2014,12,2,2014,14.5502,24,34.5,40,95,surplus,41.37274713,surplus,deficit,-0.024769184,1.024769184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2014,13,2,2014,16.8476,23,34.5,35,97,surplus,12.26230983,surplus,deficit,-0.088791732,1.088791732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2014,14,2,2014,21.4424,23,35.5,20,95,deficit,-78.81539459,surplus,surplus,0.012528911,0.987471089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2014,15,2,2014,15.316,21.5,33,34,98,deficit,-19.62284597,deficit,surplus,0.048489913,0.951510087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2014,16,2,2014,17.6134,21,34,30,91,deficit,-57.32816965,surplus,surplus,0.017144375,0.982855625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2014,17,2,2014,16.8476,22,34.5,20,90,deficit,-88.12787015,surplus,surplus,0.011219835,0.988780165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2014,18,2,2014,19.145,23,34.5,25,94,deficit,-50.17346671,surplus,surplus,0.019541377,0.980458623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2014,19,2,2014,17.6134,23,36,28,98,deficit,-8.270618874,deficit,surplus,0.107867664,0.892132336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2014,20,2,2014,16.8476,23.5,36,28,98,deficit,0.053957399,deficit,surplus,1.057034851,-0.057034851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2014,21,2,2014,19.145,24,36.5,27,95,deficit,-3.839344473,deficit,surplus,0.206639557,0.793360443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2014,22,2,2014,19.9108,23.5,37,15,95,deficit,-87.32258148,surplus,surplus,0.011322133,0.988677867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2014,23,2,2014,18.3792,26,36,32,95,surplus,56.19220187,surplus,deficit,-0.018118502,1.018118502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2014,24,2,2014,15.316,25.5,35,47,95,surplus,101.0057155,surplus,deficit,-0.009999428,1.009999428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2014,25,2,2014,20.6766,22,34,40,95,surplus,11.89664823,surplus,deficit,-0.091771339,1.091771339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2014,26,2,2014,13.7844,22,34,40,98,surplus,18.21719129,surplus,deficit,-0.058081483,1.058081483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2014,27,2,2014,15.316,21.5,36,37,87,deficit,-4.133921136,deficit,surplus,0.194782891,0.805217109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2014,28,2,2014,13.0186,23.5,32,48,98,surplus,44.4523978,surplus,deficit,-0.02301369,1.02301369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2014,1,3,2014,17.6134,23,35,36,95,surplus,17.04028385,surplus,deficit,-0.062343036,1.062343036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2014,2,3,2014,15.316,22,35,5,95,deficit,-132.6242843,surplus,deficit,0.00748367,0.99251633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2014,3,3,2014,17.6134,23,34,20,94,deficit,-72.19334764,surplus,surplus,0.013662444,0.986337556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2014,4,3,2014,14.5502,34,34,36,96,surplus,202.9958377,surplus,deficit,-0.004950597,1.004950597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2014,5,3,2014,12.2528,25,35,43,100,surplus,73.41871299,surplus,deficit,-0.013808586,1.013808586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2014,6,3,2014,14.5502,22.2,30.5,50,98,surplus,24.66799305,surplus,deficit,-0.042251153,1.042251153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2014,7,3,2014,19.145,22,33,50,95,surplus,49.62656713,surplus,deficit,-0.02056489,1.02056489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2014,8,3,2014,18.3792,22.5,35,38,95,surplus,20.26328936,surplus,deficit,-0.051912214,1.051912214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2014,9,3,2014,15.316,24,35.5,32,93,surplus,11.23231227,surplus,deficit,-0.097729621,1.097729621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2014,10,3,2014,12.2528,24.2,33.5,45,94,surplus,46.06187442,surplus,deficit,-0.022191709,1.022191709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2014,11,3,2014,17.6134,25,32,53,98,surplus,101.0290614,surplus,deficit,-0.009997095,1.009997095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2014,12,3,2014,19.9108,25,34,45,98,surplus,100.5722824,surplus,deficit,-0.010042955,1.010042955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2014,13,3,2014,18.3792,23,30,38,95,deficit,-20.53306829,deficit,surplus,0.0464402,0.9535598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2014,14,3,2014,18.3792,20,34,43,95,deficit,0.130276799,deficit,surplus,1.149791105,-0.149791105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2014,15,3,2014,13.7844,25,34.5,47,96,surplus,82.41929256,surplus,deficit,-0.012282101,1.012282101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2014,16,3,2014,17.6134,25.5,34,50,99,surplus,126.8390916,surplus,deficit,-0.007946656,1.007946656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2014,17,3,2014,18.3792,23,33,55,93,surplus,81.37452797,surplus,deficit,-0.012441753,1.012441753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2014,18,3,2014,11.487,25,34,48,98,surplus,73.63765264,surplus,deficit,-0.013766965,1.013766965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2014,19,3,2014,20.6766,24,34,53,96,surplus,123.1667619,surplus,deficit,-0.008185533,1.008185533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2014,20,3,2014,17.6134,23.5,35,52,95,surplus,106.5451099,surplus,deficit,-0.009474622,1.009474622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2014,21,3,2014,16.8476,24.5,33.5,51,95,surplus,92.15588652,surplus,deficit,-0.010970219,1.010970219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2014,22,3,2014,19.9108,24,35,47,94,surplus,95.39755939,surplus,deficit,-0.010593494,1.010593494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2014,23,3,2014,16.8476,24,34,52,99,surplus,106.1681872,surplus,deficit,-0.009508579,1.009508579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2014,24,3,2014,15.316,21,31,60,96,surplus,46.23574329,surplus,deficit,-0.022106412,1.022106412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2014,25,3,2014,19.9108,23,33,50,90,surplus,52.94473763,surplus,deficit,-0.019251228,1.019251228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2014,26,3,2014,20.6766,23,33.5,45,91,surplus,37.74609037,surplus,deficit,-0.027213779,1.027213779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2014,27,3,2014,16.8476,24,34,48,95,surplus,77.30557383,surplus,deficit,-0.013105203,1.013105203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2014,28,3,2014,18.3792,21.5,31.2,55,94,surplus,37.02502107,surplus,deficit,-0.027758485,1.027758485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2014,29,3,2014,19.145,21.5,32,57,92,surplus,53.40983778,surplus,deficit,-0.019080387,1.019080387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2014,30,3,2014,20.6766,25,33,53,98,surplus,132.3403104,surplus,deficit,-0.007613809,1.007613809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2014,31,3,2014,16.8476,21,33.5,44,94,surplus,10.186083,surplus,deficit,-0.108860327,1.108860327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2014,1,4,2014,20.6766,20.5,33,47,86,deficit,-8.812924324,deficit,surplus,0.101906421,0.898093579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2014,2,4,2014,16.0818,25.5,34.5,46,94,surplus,91.61933483,surplus,deficit,-0.011035173,1.011035173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2014,3,4,2014,15.316,24,32.5,57,95,surplus,89.33320963,surplus,deficit,-0.011320771,1.011320771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2014,4,4,2014,21.4424,24,34,48,92,surplus,84.58032735,surplus,deficit,-0.011964538,1.011964538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2014,5,4,2014,21.4424,23,34,44,93,surplus,46.24438451,surplus,deficit,-0.02210219,1.02210219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2014,6,4,2014,19.9108,25.5,34,49,94,surplus,119.064772,surplus,deficit,-0.008469927,1.008469927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2014,7,4,2014,21.4424,24.5,34,46,92,surplus,82.23711937,surplus,deficit,-0.012309644,1.012309644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2014,8,4,2014,18.3792,22,34,57,94,surplus,94.33231245,surplus,deficit,-0.010714403,1.010714403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2014,9,4,2014,19.145,25,34,40,100,surplus,77.1242674,surplus,deficit,-0.013136415,1.013136415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2014,10,4,2014,20.6766,21,32,53,95,surplus,37.17787515,surplus,deficit,-0.027641203,1.027641203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2014,11,4,2014,17.6134,21,31,55,95,surplus,29.3244406,surplus,deficit,-0.035305199,1.035305199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2014,12,4,2014,21.4424,20.5,33,55,95,surplus,56.90505923,surplus,deficit,-0.017887469,1.017887469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2014,13,4,2014,9.9554,22,28,74,97,surplus,48.06808946,surplus,deficit,-0.021245817,1.021245817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2014,14,4,2014,22.2082,21,33,50,94,surplus,35.69305193,surplus,deficit,-0.028824215,1.028824215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2014,15,4,2014,22.2082,22,33.5,53,96,surplus,83.95925542,surplus,deficit,-0.01205411,1.01205411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2014,16,4,2014,15.316,23,33.5,52,96,surplus,70.95766132,surplus,deficit,-0.01429436,1.01429436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2014,17,4,2014,14.5502,24,34,54,94,surplus,90.4315225,surplus,deficit,-0.01118174,1.01118174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2014,18,4,2014,6.8922,24.5,27,73,96,surplus,44.29372321,surplus,deficit,-0.023098037,1.023098037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2014,19,4,2014,20.6766,22,32,56,95,surplus,67.58049325,surplus,deficit,-0.015019414,1.015019414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2014,20,4,2014,16.0818,21.8,32.5,55,94,surplus,53.37807499,surplus,deficit,-0.019091958,1.019091958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2014,21,4,2014,20.6766,22,32.5,50,95,surplus,45.09872136,surplus,deficit,-0.022676394,1.022676394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2014,22,4,2014,17.6134,23.5,32,62,92,surplus,99.10892567,surplus,deficit,-0.010192753,1.010192753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2014,23,4,2014,16.8476,25,32,62,95,surplus,125.9693247,surplus,deficit,-0.008001964,1.008001964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2014,24,4,2014,15.316,21.5,26,63,90,deficit,-3.080247693,deficit,surplus,0.24508316,0.75491684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2014,25,4,2014,19.145,25,32,58,95,surplus,122.5653429,surplus,deficit,-0.008226029,1.008226029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2014,26,4,2014,21.4424,23,32,55,95,surplus,81.76129329,surplus,deficit,-0.012382169,1.012382169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2014,27,4,2014,20.6766,23,33,50,96,surplus,72.17869128,surplus,deficit,-0.014049148,1.014049148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2014,28,4,2014,21.4424,24,32,47,93,surplus,52.22443928,surplus,deficit,-0.019521932,1.019521932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2014,29,4,2014,14.5502,25,32,54,91,surplus,72.95547129,surplus,deficit,-0.013897484,1.013897484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2014,30,4,2014,16.0818,25,32.5,52,91,surplus,77.34099851,surplus,deficit,-0.013099121,1.013099121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2014,1,5,2014,11.487,22,32,53,95,surplus,35.51553673,surplus,deficit,-0.02897246,1.02897246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2014,2,5,2014,17.6134,23,32,48,92,surplus,32.53036664,surplus,deficit,-0.031715457,1.031715457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2014,3,5,2014,19.145,23,32,55,95,surplus,74.50560947,surplus,deficit,-0.013604404,1.013604404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2014,4,5,2014,20.6766,23,32,48,93,surplus,38.68221977,surplus,deficit,-0.026537715,1.026537715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2014,5,5,2014,18.3792,25,33,50,94,surplus,92.92379881,surplus,deficit,-0.010878576,1.010878576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2014,6,5,2014,14.5502,23,30,67,95,surplus,75.88823219,surplus,deficit,-0.013353233,1.013353233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2014,7,5,2014,16.8476,24,29,65,95,surplus,79.49321823,surplus,deficit,-0.012739954,1.012739954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2014,8,5,2014,13.0186,23.5,30,67,96,surplus,76.750376,surplus,deficit,-0.013201255,1.013201255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2014,9,5,2014,22.2082,22,31.5,55,94,surplus,55.0425253,surplus,deficit,-0.018503947,1.018503947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2014,10,5,2014,22.974,23,32,56,92,surplus,82.33223266,surplus,deficit,-0.012295248,1.012295248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2014,11,5,2014,22.974,22,32,58,95,surplus,84.51306331,surplus,deficit,-0.011974175,1.011974175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2014,12,5,2014,23.7398,23,33,56,95,surplus,113.8531647,surplus,deficit,-0.008861072,1.008861072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2014,13,5,2014,19.145,22,32,60,94,surplus,79.35542372,surplus,deficit,-0.012762358,1.012762358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2014,14,5,2014,13.7844,23,32,56,95,surplus,60.88879381,surplus,deficit,-0.016697615,1.016697615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2014,15,5,2014,19.9108,22,32,57,93,surplus,65.06113077,surplus,deficit,-0.01561009,1.01561009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2014,16,5,2014,19.145,22,32,55,95,surplus,59.03559965,surplus,deficit,-0.017230803,1.017230803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2014,17,5,2014,20.6766,22.5,32.5,55,95,surplus,78.85354293,surplus,deficit,-0.012844631,1.012844631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2014,18,5,2014,20.6766,23.5,33.5,50,95,surplus,85.77510045,surplus,deficit,-0.011795916,1.011795916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2014,19,5,2014,16.8476,23,30.5,54,95,surplus,45.03955851,surplus,deficit,-0.022706858,1.022706858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2014,20,5,2014,12.2528,23,30,69,96,surplus,72.99242864,surplus,deficit,-0.01389035,1.01389035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2014,21,5,2014,16.0818,23,32.5,54,94,surplus,64.82159978,surplus,deficit,-0.015668676,1.015668676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2014,22,5,2014,18.3792,23.8,33,52,89,surplus,68.55699644,surplus,deficit,-0.014802316,1.014802316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2014,23,5,2014,17.6134,23,33,54,94,surplus,76.58205792,surplus,deficit,-0.013230653,1.013230653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2014,24,5,2014,19.145,25,32,59,95,surplus,127.2259165,surplus,deficit,-0.007922303,1.007922303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2014,25,5,2014,19.9108,24,33,52,94,surplus,91.60468377,surplus,deficit,-0.011036957,1.011036957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
