Date,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,SurplusCal,DeficitCal,deficit,surplus,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,
1/1/2011,1,1,2011,13.00196281,19,33.5,21,90,deficit,-89.31760237,surplus,surplus,0.011072039,0.988927961,,,,,,,,January, February ,March,April, May,June,July,August,September, October,November, December,,,,,,,,,,,,
1/2/2011,2,1,2011,9.872774792,17,31.5,26,89,deficit,-69.11935339,surplus,surplus,0.014261398,0.985738602,,,,,,,2011,-21.63016939,17.3683137,65.03002212,47.71188684,62.20615717,59.93925485,31.09829191,32.34455721,47.20747293,43.38996842,-20.90329331,-102.1222611,,,,,,,,,,,,
1/3/2011,3,1,2011,10.60551559,17.5,33,27,95,deficit,-59.14298607,surplus,surplus,0.016627043,0.983372957,,,,,,,2012,-56.14310056,10.90027965,14.44120746,-69.415636,60.03342549,49.38734198,50.79825076,29.92156137,49.18513987,55.10010074,-7.077220435,-46.87616279,,,,,,,,,,,,
1/4/2011,4,1,2011,10.22194146,19,33,38,98,deficit,-16.19123636,deficit,surplus,0.058169173,0.941830827,,,,,,,2013,-52.65137768,-12.46267141,-64.53704439,56.55096826,54.9460806,46.16763016,45.00188656,23.91809572,30.41680838,42.40287345,25.27699639,-8.790766835,,,,,,,,,,,,
1/5/2011,5,1,2011,9.217511167,19,31.5,50,97,surplus,4.089047732,surplus,deficit,-0.32372436,1.32372436,,,,,,,2014,-6.314012203,-28.44065137,58.55284194,67.98716703,69.37714968,-70.18218943,53.29055244,-30.05043044,38.15003907,39.66482369,19.13902744,-56.69424756,,,,,,,,,,,,
1/6/2011,6,1,2011,10.07405483,21,32.5,23,97,deficit,-42.61410694,deficit,surplus,0.022928361,0.977071639,,,,,,,2015,-57.78827195,-3.152535991,-25.61482112,-7.804933963,39.19109018,33.56429738,21.98854443,23.7027762,30.09420162,44.79937426,-53.39099545,172.3610437,,,,,,,,,,,,
1/7/2011,7,1,2011,9.685897882,21,31,24,79,deficit,-63.64157524,surplus,surplus,0.01546992,0.98453008,,,,,,,2016,-43.09577573,4.525346854,137.6834243,147.1174079,126.2492815,51.41494541,39.12073309,37.07326032,45.80146674,56.94359388,16.09396342,-108.2014876,,,,,,,,,,,,
1/8/2011,8,1,2011,11.9446425,18,32,16,74,deficit,-124.7645784,surplus,deficit,0.007951364,0.992048636,,,,,,,2017,-39.52251407,-56.97819359,-11.39246035,-39.6418609,33.53156221,59.18148371,-73.18603833,51.84943655,-38.63315179,53.98367599,-42.39481926,-67.84481297,,,,,,,,,,,,
1/9/2011,9,1,2011,10.99920101,19,32.5,19,89,deficit,-82.56886794,surplus,surplus,0.011966179,0.988033821,,,,,,,2018,-62.46403235,4.590427728,56.64179206,116.6970691,66.71114558,68.13329748,74.02546235,64.81491946,68.64681461,77.8195209,-14.80047036,-192.8810444,,,,,,,,,,,,
1/10/2011,10,1,2011,11.19400691,16.5,32.3,19,52,deficit,-136.5682211,surplus,deficit,0.007269121,0.992730879,,,,,,,2019,-55.06169784,-9.762762453,49.77099505,-81.49327202,84.10838363,89.69128198,81.46498798,63.00678164,59.6324992,50.25996202,26.17730318,-51.88434222,,,,,,,,,,,,
11/1/2011,1,11,2011,11.68666071,17.5,33,23,64,deficit,-113.7691169,surplus,deficit,0.008713145,0.991286855,,,,,,,2020,-56.41791715,-87.0286747,-140.3828083,-60.24182399,91.42804434,71.61102188,53.27620786,28.99841005,41.09926094,54.98997576,-36.48279239,-84.69944087,,,,,,,,,,,,
11/2/2011,2,11,2011,12.9549708,18.5,34.5,25,90,deficit,-75.09748613,surplus,surplus,0.013141039,0.986858961,,,,,,,2021,-10.50077605,-46.20914997,8.599111493,-36.41886764,61.90764966,44.73631317,47.75075901,55.02540126,37.05011826,53.12619448,16.8785778,-107.3941707,,,,,,,,,,,,
11/3/2011,3,11,2011,11.00334736,22.5,34,29,97,deficit,-12.51526345,deficit,surplus,0.073990419,0.926009581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2011,4,11,2011,9.664511424,18,32.5,40,89,deficit,-27.22651418,deficit,surplus,0.035427683,0.964572317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2011,5,11,2011,10.9709767,19,32,20,55,deficit,-121.218189,surplus,deficit,0.008182088,0.991817912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2011,6,11,2011,11.88477497,16,33,14,56,deficit,-156.1373266,surplus,deficit,0.00636386,0.99363614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2011,7,11,2011,10.48127045,16.5,31.5,19,80,deficit,-101.6395628,surplus,deficit,0.009742832,0.990257168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2011,8,11,2011,10.91787427,16,32,20,84,deficit,-101.2977618,surplus,deficit,0.009775385,0.990224615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2011,9,11,2011,10.64072323,16,33.5,21,90,deficit,-86.85752481,surplus,surplus,0.011382064,0.988617936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2011,20,1,2011,10.49821958,16.5,32.5,20,95,deficit,-83.13166892,surplus,surplus,0.011886131,0.988113869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2011,1,12,2011,10.90652635,16,32.5,26,95,deficit,-74.01250293,surplus,surplus,0.013331111,0.986668889,,,,,,,,January, February ,March,April, May,June,July,August,September, October,November, December,,,,,,,,,,,,
12/2/2011,2,12,2011,10.76875101,16.5,33.5,28,100,deficit,-56.51941951,surplus,surplus,0.017385433,0.982614567,,,,,,,,-41.962695,-18.78638832,13.52656911,12.82255496,68.15363364,45.78587987,38.60269437,34.60043358,37.15006089,52.04364215,-6.49852027,-59.54797212,,,,,,,,,,,,
12/3/2011,3,12,2011,11.4675208,20,33.5,25,98,deficit,-47.7551842,deficit,surplus,0.020510639,0.979489361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2011,4,12,2011,10.83669593,20,33,38,98,deficit,-10.69993028,deficit,surplus,0.085470595,0.914529405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2011,5,12,2011,10.06990847,23,32.5,42,95,surplus,17.3130615,surplus,deficit,-0.061300572,1.061300572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2011,6,12,2011,12.10314962,23,34,40,96,surplus,24.33296501,surplus,deficit,-0.042857819,1.042857819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2011,7,12,2011,12.23634215,23.5,34,37,95,surplus,17.82027907,surplus,deficit,-0.059452046,1.059452046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2011,8,12,2011,11.69687965,23.5,34.5,32,98,surplus,9.77060488,surplus,deficit,-0.114017222,1.114017222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2011,9,12,2011,12.68662167,23.5,34,36,100,surplus,23.92484609,surplus,deficit,-0.043620794,1.043620794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2011,30,1,2011,10.51793295,24,34,44,98,surplus,46.95803767,surplus,deficit,-0.02175898,1.02175898,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,
1/31/2011,31,1,2011,16.329,24,33.9,41,96,surplus,45.47786027,surplus,deficit,-0.022483096,1.022483096,,,,,,,,SEQ,January, February ,March,April, May,June,July,August,September, October,November, December,,,,,,,,,,,
2/1/2011,1,2,2011,10.85204181,24,34,42,94,surplus,35.35833354,surplus,deficit,-0.02910502,1.02910502,,,,,,,deficit,S-S,26,151,261,298,329,328,334,330,326,328,252,120,,,,,,,,,,,
2/2/2011,2,2,2011,11.07165309,24,34,44,95,surplus,43.56357758,surplus,deficit,-0.023494266,1.023494266,,,,,,,,S-D,100,201,269,301,329,328,334,330,327,328,301,294,,,,,,,,,,,
2/3/2011,3,2,2011,9.332512118,24,32,50,95,surplus,40.31629593,surplus,deficit,-0.025434746,1.025434746,,,,,,,surplus,D-S,42,110,72,29,12,2,7,11,3,13,128,146,,,,,,,,,,,
2/4/2011,4,2,2011,9.972796493,23.5,33,38,95,surplus,14.23023856,surplus,deficit,-0.075584427,1.075584427,,,,,,,,D-D,74,50,8,26,11,2,7,10,3,9,84,88,,,,,,,,,,,
2/5/2011,5,2,2011,10.62071889,24,33,20,90,deficit,-38.56357692,deficit,surplus,0.025275773,0.974724227,,,,,,,,,242,512,610,654,681,660,682,681,659,678,765,648,,,,,,,,,,,
2/6/2011,6,2,2011,13.25052583,21.5,34,32,95,deficit,-21.00863935,deficit,surplus,0.045436703,0.954563297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2011,7,2,2011,27.79101882,22,35.5,26,97,deficit,-70.89741384,surplus,surplus,0.013908706,0.986091294,,,,,,,DAY,January,, February ,,March,,April,, May,,June,,July,,August,,September,, October,,November,, December,
2/8/2011,8,2,2011,13.28224181,23.5,35,28,95,deficit,-8.925367843,deficit,surplus,0.100751933,0.899248067,,,,,,,,S,D,S,D,S,D,S,D,S,D,S,D,S,D,S,D,S,D,S,D,S,D,S,D
2/9/2011,9,2,2011,12.86105951,24,34.5,34,95,surplus,16.39405781,surplus,deficit,-0.06496013,1.06496013,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2011,10,2,2011,8.334986597,23,33.5,42,100,surplus,27.84306207,surplus,deficit,-0.037253574,1.037253574,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2011,11,2,2011,14.39230083,21,33.5,42,100,surplus,14.06606873,surplus,deficit,-0.076534114,1.076534114,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2011,12,2,2011,11.63024701,21,32,57,100,surplus,45.23773222,surplus,deficit,-0.022605137,1.022605137,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2011,13,2,2011,11.77355083,24,33.5,48,100,surplus,62.95630261,surplus,deficit,-0.016140408,1.016140408,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2011,14,2,2011,17.24164632,24,34,36,97,surplus,27.31791128,surplus,deficit,-0.037996936,1.037996936,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2011,15,2,2011,14.55888243,22,33,45,98,surplus,28.42390847,surplus,deficit,-0.036464532,1.036464532,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2011,16,2,2011,16.89175222,23,35,31,95,deficit,-7.583318212,deficit,surplus,0.11650506,0.88349494,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2011,17,2,2011,15.44489285,24,35,34,95,surplus,20.9915898,surplus,deficit,-0.050021034,1.050021034,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2011,18,2,2011,12.62464458,23,34.5,49,92,surplus,53.37060361,surplus,deficit,-0.019094682,1.019094682,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2011,19,2,2011,17.18563417,22,35,30,99,deficit,-17.30413755,deficit,surplus,0.054632457,0.945367543,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2011,20,2,2011,16.95503868,22,34.5,39,95,surplus,12.74195061,surplus,deficit,-0.085164725,1.085164725,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2011,21,2,2011,12.69593278,24,34.5,45,100,surplus,65.70732748,surplus,deficit,-0.0154542,1.0154542,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2011,22,2,2011,12.42460118,22,33,55,98,surplus,57.93014318,surplus,deficit,-0.017565387,1.017565387,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2011,23,2,2011,7.897073403,23,30.5,60,100,surplus,44.39366635,surplus,deficit,-0.023044838,1.023044838,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2011,24,2,2011,12.95489806,23.5,32.5,41,98,surplus,26.14713197,surplus,deficit,-0.039765966,1.039765966,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2011,25,2,2011,15.36196576,22.5,33,45,95,surplus,29.12438904,surplus,deficit,-0.035556328,1.035556328,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2011,26,2,2011,11.28253521,23.5,34,44,100,surplus,47.54529643,surplus,deficit,-0.021484448,1.021484448,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2011,27,2,2011,18.50010118,21.5,34,44,100,surplus,37.09197208,surplus,deficit,-0.027706993,1.027706993,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2011,28,2,2011,19.07840847,21,34.5,20,96,deficit,-100.1563221,surplus,deficit,0.00988569,0.99011431,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2011,1,3,2011,15.41434076,21,33,39,95,deficit,-11.90031892,deficit,surplus,0.077517463,0.922482537,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2011,2,3,2011,14.27300222,24,33.5,44,98,surplus,53.73083426,surplus,deficit,-0.018964236,1.018964236,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2011,3,3,2011,14.19153,24,34.5,47,100,surplus,79.7888847,surplus,deficit,-0.012692146,1.012692146,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2011,4,3,2011,16.0079241,21.5,33,56,98,surplus,68.1847416,surplus,deficit,-0.014884332,1.014884332,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2011,5,3,2011,15.12191368,22,33.5,48,99,surplus,47.90296895,surplus,deficit,-0.021320612,1.021320612,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2011,6,3,2011,14.09405431,24.5,33,55,98,surplus,95.18821469,surplus,deficit,-0.01061704,1.01061704,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2011,7,3,2011,17.13325917,24,34.5,46,95,surplus,75.26635431,surplus,deficit,-0.013465048,1.013465048,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2011,8,3,2011,14.54215153,25,33,59,98,surplus,119.9507632,surplus,deficit,-0.00840684,1.00840684,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2011,9,3,2011,15.91335812,23,33,55,98,surplus,83.73260959,surplus,deficit,-0.012087132,1.012087132,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2011,10,3,2011,16.93394319,24,34,51,95,surplus,91.56708165,surplus,deficit,-0.011041539,1.011041539,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2011,11,3,2011,16.00719667,25,34,48,93,surplus,83.78026259,surplus,deficit,-0.012080174,1.012080174,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2011,12,3,2011,17.66210118,25,34.5,45,95,surplus,88.5575379,surplus,deficit,-0.011421061,1.011421061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2011,13,3,2011,17.27074354,25,35,45,95,surplus,93.39378628,surplus,deficit,-0.010823239,1.010823239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2011,14,3,2011,15.78169319,25,35,43,98,surplus,85.15638644,surplus,deficit,-0.011882639,1.011882639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2011,15,3,2011,17.53261854,24,33.5,46,94,surplus,61.30806084,surplus,deficit,-0.016581531,1.016581531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2011,16,3,2011,16.6626116,24,33.5,51,94,surplus,81.12765588,surplus,deficit,-0.012480086,1.012480086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2011,17,3,2011,18.30151264,24,34.5,36,95,surplus,27.60874676,surplus,deficit,-0.037581627,1.037581627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2011,18,3,2011,19.42393799,24,36,30,94,surplus,6.525997219,surplus,deficit,-0.180962813,1.180962813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2011,19,3,2011,19.03403521,24,35,39,95,surplus,50.31118742,surplus,deficit,-0.020279374,1.020279374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2011,20,3,2011,16.97104215,24,33.5,45,95,surplus,57.8920637,surplus,deficit,-0.017577144,1.017577144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2011,21,3,2011,18.62740153,23.5,33.5,44,95,surplus,49.05967996,surplus,deficit,-0.020807463,1.020807463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2011,22,3,2011,15.99628521,23.5,34.5,44,98,surplus,62.26406172,surplus,deficit,-0.016322783,1.016322783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2011,23,3,2011,13.68960292,21.5,32,63,100,surplus,75.77189462,surplus,deficit,-0.013374009,1.013374009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2011,24,3,2011,19.64143972,22,33,45,93,surplus,20.30750062,surplus,deficit,-0.051793343,1.051793343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2011,25,3,2011,13.15130431,22.1,31.5,60,95,surplus,56.25727241,surplus,deficit,-0.018097165,1.018097165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2011,26,3,2011,19.10677826,26.5,34,43,95,surplus,105.6637141,surplus,deficit,-0.00955441,1.00955441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2011,27,3,2011,17.48679042,23,33,51,95,surplus,65.20161573,surplus,deficit,-0.015575932,1.015575932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2011,28,3,2011,17.33693972,23,34,43,95,surplus,40.38266291,surplus,deficit,-0.025391884,1.025391884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2011,29,3,2011,17.82577306,24,33.5,38,95,surplus,26.90896745,surplus,deficit,-0.038596675,1.038596675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2011,30,3,2011,17.56462549,24,34,41,94,surplus,43.5473492,surplus,deficit,-0.023503227,1.023503227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2011,31,3,2011,19.95568972,25,34.5,40,94,surplus,66.46212594,surplus,deficit,-0.015276009,1.015276009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2011,1,4,2011,18.82051979,24.5,35,38,93,surplus,46.91455404,surplus,deficit,-0.021779586,1.021779586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2011,2,4,2011,17.16817583,25,34,45,92,surplus,71.76715599,surplus,deficit,-0.014130849,1.014130849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2011,3,4,2011,20.61910639,22,35,39,98,surplus,27.1214974,surplus,deficit,-0.038282645,1.038282645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2011,4,4,2011,10.58201958,22,33,64,94,surplus,69.9943992,surplus,deficit,-0.01449393,1.01449393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2011,5,4,2011,18.59757687,22,33,47,94,surplus,31.9261676,surplus,deficit,-0.032335077,1.032335077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2011,6,4,2011,19.35410465,23.5,34.5,32,92,deficit,-10.56602059,deficit,surplus,0.086460161,0.913539839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2011,7,4,2011,19.04494667,24.5,35,29,90,deficit,-12.06678426,deficit,surplus,0.076529924,0.923470076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2011,8,4,2011,16.94703694,24.5,35,35,89,surplus,17.93093137,surplus,deficit,-0.059063496,1.059063496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2011,9,4,2011,14.93132687,22.5,33.5,52,100,surplus,71.52973074,surplus,deficit,-0.014178418,1.014178418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2011,10,4,2011,14.98588417,22,30,60,95,surplus,43.6241011,surplus,deficit,-0.023460905,1.023460905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2011,11,4,2011,17.31438937,22,32.5,53,94,surplus,50.53991177,surplus,deficit,-0.020185744,1.020185744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2011,12,4,2011,13.96820882,24,32,54,92,surplus,60.47691038,surplus,deficit,-0.016813247,1.016813247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2011,13,4,2011,13.37171576,24,33.2,50,95,surplus,63.35725404,surplus,deficit,-0.016036627,1.016036627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2011,14,4,2011,15.58164979,22,32,54,92,surplus,40.71518939,surplus,deficit,-0.025179283,1.025179283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2011,15,4,2011,17.92906819,22.5,33,55,92,surplus,69.95947963,surplus,deficit,-0.01450127,1.01450127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2011,16,4,2011,16.17086854,24.5,33,46,96,surplus,64.38155198,surplus,deficit,-0.015777462,1.015777462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2011,17,4,2011,9.847314722,23,31,60,96,surplus,50.26228863,surplus,deficit,-0.020299503,1.020299503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2011,18,4,2011,14.2533616,21,32,55,95,surplus,36.70122241,surplus,deficit,-0.028010245,1.028010245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2011,19,4,2011,18.54374701,21.5,34,45,95,surplus,30.08099623,surplus,deficit,-0.034386717,1.034386717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2011,20,4,2011,16.2959866,24,33,50,94,surplus,69.15916554,surplus,deficit,-0.014671541,1.014671541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2011,21,4,2011,14.08678,24,33.5,50,95,surplus,69.20854107,surplus,deficit,-0.014660921,1.014660921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2011,22,4,2011,15.22739111,24,35,44,94,surplus,63.01053385,surplus,deficit,-0.016126292,1.016126292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2011,23,4,2011,14.50941715,24.5,33.2,54,99,surplus,98.51376811,surplus,deficit,-0.010254962,1.010254962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2011,24,4,2011,14.06131993,24,31.5,57,98,surplus,78.16410891,surplus,deficit,-0.012959393,1.012959393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2011,25,4,2011,6.629889375,24,28.5,68,99,surplus,44.89266219,surplus,deficit,-0.022782851,1.022782851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2011,26,4,2011,18.32551785,21,33.5,42,95,surplus,2.585444817,surplus,deficit,-0.630737815,1.630737815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2011,27,4,2011,17.08815847,22,34,48,94,surplus,47.0279785,surplus,deficit,-0.021725916,1.021725916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2011,28,4,2011,10.22194146,24,32.1,57,94,surplus,59.40030222,surplus,deficit,-0.017123199,1.017123199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2011,29,4,2011,15.56346403,22.2,31,55,95,surplus,41.58630593,surplus,deficit,-0.024638852,1.024638852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2011,30,4,2011,7.437715556,22.5,27,70,99,surplus,33.15725713,surplus,deficit,-0.03109718,1.03109718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2011,1,5,2011,19.03767236,22,28.5,46,97,deficit,-14.24149276,deficit,surplus,0.065610371,0.934389629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2011,2,5,2011,14.48541194,21.2,34,54,96,surplus,60.30287083,surplus,deficit,-0.01686259,1.01686259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2011,3,5,2011,15.710405,23,34,52,95,surplus,76.48211186,surplus,deficit,-0.013248172,1.013248172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2011,4,5,2011,18.64704215,22.1,33.5,42,95,surplus,17.84649899,surplus,deficit,-0.059359514,1.059359514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2011,5,5,2011,17.1339866,22,33.5,49,94,surplus,45.402134,surplus,deficit,-0.02252144,1.02252144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2011,6,5,2011,14.43740153,24,34,45,95,surplus,56.41231274,surplus,deficit,-0.018046531,1.018046531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2011,7,5,2011,16.39564458,25,35,50,97,surplus,118.9183531,surplus,deficit,-0.008480444,1.008480444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2011,8,5,2011,16.12576785,25.5,33.5,53,97,surplus,118.4038004,surplus,deficit,-0.008517612,1.008517612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2011,9,5,2011,16.48584597,21.5,29.5,60,95,surplus,34.43586527,surplus,deficit,-0.029908004,1.029908004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2011,10,5,2011,16.82119146,22,33,50,98,surplus,52.05733381,surplus,deficit,-0.019585825,1.019585825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2011,11,5,2011,17.03287375,22,32.5,47,95,surplus,27.02151945,surplus,deficit,-0.038429731,1.038429731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2011,12,5,2011,13.24950743,23,32,55,95,surplus,55.88637467,surplus,deficit,-0.018219458,1.018219458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2011,13,5,2011,17.51661507,23.5,34,47,98,surplus,75.08114483,surplus,deficit,-0.013498711,1.013498711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2011,14,5,2011,7.835241806,22,29,65,95,surplus,31.45490257,surplus,deficit,-0.032835436,1.032835436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2011,15,5,2011,15.76205257,22,32,51,99,surplus,44.3845177,surplus,deficit,-0.023049697,1.023049697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2011,16,5,2011,18.92128347,22,34,54,95,surplus,83.86481411,surplus,deficit,-0.012067848,1.012067848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2011,17,5,2011,12.70975396,21,33,59,98,surplus,61.67781132,surplus,deficit,-0.016480489,1.016480489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2011,18,5,2011,12.26456646,23.5,32,60,98,surplus,78.17999561,surplus,deficit,-0.012956725,1.012956725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2011,19,5,2011,16.22760812,23.5,32,55,96,surplus,74.56124438,surplus,deficit,-0.013594115,1.013594115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2011,20,5,2011,14.57561333,24,33,49,96,surplus,64.06030071,surplus,deficit,-0.015857837,1.015857837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
