Date,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,SurplusCal,DeficitCal,deficit,surplus,,,S,D,,,,DAY,January,, February ,,March,,April,, May,,June,,July,,August,,September,, October,,November,, December,
12/5/2013,5,12,2013,13.0186,23.5,33.5,25,90,deficit,-36.64990945,deficit,surplus,0.026560489,0.973439511,,0.748799624,0.748799624,0.356571249,0.534856874,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2013,6,12,2013,17.6134,23,32.5,40,95,surplus,10.98780208,surplus,deficit,-0.100122128,1.100122128,,0.846247791,0.470137662,0.470137662,0.705206492,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2013,7,12,2013,15.316,23.5,32,57,95,surplus,76.30097648,surplus,deficit,-0.01328004,1.01328004,,0.779446185,0.779446185,0.37116485,0.556747275,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2013,8,12,2013,17.6134,22,31.5,50,95,surplus,28.48709024,surplus,deficit,-0.036380715,1.036380715,,0.797215935,0.797215935,0.379626636,0.569439953,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2013,9,12,2013,13.7844,21,32,40,95,deficit,-13.12211655,deficit,surplus,0.070810915,0.929189085,,0.714760835,0.714760835,0.714760835,1.072141252,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2013,10,12,2013,16.8476,21,32,45,93,deficit,-3.309798473,deficit,surplus,0.232029411,0.767970589,,0.767970589,0.767970589,0.36570028,0.548550421,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2013,11,12,2013,19.145,24,32,45,94,surplus,41.78738205,surplus,deficit,-0.024517386,1.024517386,,0.788090297,0.788090297,0.375281094,0.562921641,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2013,12,12,2013,17.6134,24,33,40,93,surplus,25.52320495,surplus,deficit,-0.040777704,1.040777704,,0.800598234,0.444776797,0.444776797,0.667165195,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2013,13,12,2013,16.0818,24,33,38,98,surplus,28.54416221,surplus,deficit,-0.036305334,1.036305334,,0.797157949,0.797157949,0.379599023,0.569398535,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2013,14,12,2013,19.145,21,30,41,94,deficit,-40.65399021,deficit,surplus,0.024007304,0.975992696,,0.750763612,0.750763612,0.357506482,0.536259723,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2013,15,12,2013,17.6134,20.5,29,38,86,deficit,-77.05958779,surplus,surplus,0.012810726,0.987189274,,0.759376365,0.759376365,0.361607793,0.542411689,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2013,16,12,2013,13.7844,19,31,23,72,deficit,-123.8560695,surplus,deficit,0.008009222,0.991990778,,0.763069829,0.763069829,0.363366585,0.545049878,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2013,17,12,2013,17.6134,18,31.5,21,77,deficit,-166.3239133,surplus,deficit,0.005976432,0.994023568,,0.764633514,0.764633514,0.364111197,0.546166796,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2013,18,12,2013,20.6766,17,32,23,80,deficit,-188.5914166,surplus,deficit,0.0052745,0.9947255,,0.765173462,0.765173462,0.364368315,0.546552473,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2013,19,12,2013,19.145,16,31.5,24,90,deficit,-162.326373,surplus,deficit,0.00612271,0.99387729,,0.764520992,0.764520992,0.364057615,0.546086423,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2013,20,12,2013,18.3792,16.5,33,21,95,deficit,-149.3035122,surplus,deficit,0.006653204,0.993346796,,0.76411292,0.76411292,0.363863295,0.545794943,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2013,21,12,2013,18.3792,17,32,37,98,deficit,-75.36746648,surplus,surplus,0.013094581,0.986905419,,0.759158015,0.759158015,0.361503816,0.542255725,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2013,22,12,2013,18.3792,17,33,28,90,deficit,-121.6343707,surplus,deficit,0.008154321,0.991845679,,0.762958215,0.762958215,0.363313436,0.544970153,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2013,23,12,2013,16.8476,18,33,29,91,deficit,-95.80786388,surplus,surplus,0.010329739,0.989670261,,0.761284816,0.761284816,0.362516579,0.543774869,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2013,24,12,2013,16.0818,23,33,40,90,surplus,4.305209948,surplus,deficit,-0.302552641,1.302552641,,1.00196357,0.556646428,0.556646428,0.834969642,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2013,25,12,2013,12.2528,24,32,54,92,surplus,54.78528098,surplus,deficit,-0.018592447,1.018592447,,0.783532652,0.783532652,0.373110786,0.55966618,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2013,26,12,2013,17.6134,24,33,44,97,surplus,54.4459099,surplus,deficit,-0.018710506,1.018710506,,0.783623466,0.783623466,0.373154032,0.559731047,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2013,27,12,2013,16.8476,24,33,40,95,surplus,30.18252227,surplus,deficit,-0.034267086,1.034267086,,0.795590066,0.795590066,0.378852412,0.568278619,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2013,28,12,2013,14.5502,24,33,40,92,surplus,21.33500975,surplus,deficit,-0.049176273,1.049176273,,0.807058672,0.448365929,0.448365929,0.672548893,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2013,29,12,2013,16.8476,24,33,37,92,surplus,9.433625242,surplus,deficit,-0.118572971,1.118572971,,0.860440747,0.478022637,0.478022637,0.717033956,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2013,30,12,2013,15.316,24,34,40,98,surplus,45.03380928,surplus,deficit,-0.022709823,1.022709823,,0.786699864,0.786699864,0.374618983,0.561928474,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2013,31,12,2013,16.0818,24,34,33,97,surplus,13.20675981,surplus,deficit,-0.081921822,1.081921822,,0.832247555,0.462359753,0.462359753,0.693539629,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2014,1,1,2014,13.7844,22,33,41,96,surplus,9.943042272,surplus,deficit,-0.111818771,1.111818771,,0.855245208,0.475136227,0.475136227,0.71270434,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2014,2,1,2014,14.5502,22,32,40,100,surplus,5.751242382,surplus,deficit,-0.210471266,1.210471266,,0.931131743,0.517295413,0.517295413,0.775943119,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2014,3,1,2014,17.6134,23,34,14,100,deficit,-85.78919302,surplus,surplus,0.011522172,0.988477828,,0.76036756,0.76036756,0.36207979,0.543119686,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2014,4,1,2014,17.6134,21,34,10,100,deficit,-132.228713,surplus,deficit,0.00750589,0.99249411,,0.763457008,0.763457008,0.363550956,0.545326434,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2014,5,1,2014,13.0186,19,32.5,46,100,deficit,0.356202481,deficit,surplus,1.553283401,-0.553283401,,-0.553283401,-0.553283401,-0.553283401,-0.829925102,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2014,6,1,2014,16.0818,20,33.5,45,98,surplus,10.83569763,surplus,deficit,-0.10167047,1.10167047,,0.847438823,0.470799346,0.470799346,0.706199019,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2014,7,1,2014,13.7844,21,33,35,96,deficit,-21.38381609,deficit,surplus,0.044675135,0.955324865,,0.734865281,0.734865281,0.349935848,0.524903772,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2014,8,1,2014,18.3792,21,32.5,30,98,deficit,-55.40899829,surplus,surplus,0.017727668,0.982272332,,0.755594102,0.755594102,0.359806715,0.539710073,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2014,9,1,2014,15.316,21.5,33,30,100,deficit,-31.20105473,deficit,surplus,0.031054883,0.968945117,,0.745342398,0.745342398,0.354924951,0.532387427,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2014,10,1,2014,15.316,22,33,32,99,deficit,-19.44152362,deficit,surplus,0.048920033,0.951079967,,0.731599975,0.731599975,0.34838094,0.52257141,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2014,1,11,2014,16.0818,22,32,36,98,deficit,-14.74711708,deficit,surplus,0.063503687,0.936496313,,0.720381779,0.720381779,0.343038942,0.514558414,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2014,2,11,2014,13.7844,21.5,33,32,97,deficit,-25.03499491,deficit,surplus,0.03840984,0.96159016,,0.739684738,0.739684738,0.352230828,0.528346242,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2014,3,11,2014,19.9108,22,33.5,21,95,deficit,-93.24380125,surplus,surplus,0.010610777,0.989389223,,0.761068633,0.761068633,0.362413635,0.543620452,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2014,4,11,2014,16.0818,22.5,33.5,38,98,surplus,12.18246509,surplus,deficit,-0.089425721,1.089425721,,0.838019785,0.465566547,0.465566547,0.698349821,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014,5,11,2014,18.3792,23.5,34,38,98,surplus,32.83220416,surplus,deficit,-0.031414727,1.031414727,,0.793395944,0.793395944,0.377807592,0.566711388,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2014,6,11,2014,16.8476,25.5,33,46,97,surplus,85.42203247,surplus,deficit,-0.011845249,1.011845249,,0.778342499,0.778342499,0.370639285,0.555958928,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2014,7,11,2014,14.5502,22,30,48,95,surplus,6.05788388,surplus,deficit,-0.197711142,1.197711142,,0.921316263,0.511842368,0.511842368,0.767763553,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2014,8,11,2014,17.6134,22.5,32.5,45,93,surplus,20.83858763,surplus,deficit,-0.050406814,1.050406814,,0.808005242,0.448891801,0.448891801,0.673337701,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2014,9,11,2014,19.145,22.5,35.5,11,95,deficit,-127.8613928,surplus,deficit,0.007760276,0.992239724,,0.763261326,0.763261326,0.363457774,0.545186662,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2014,20,1,2014,17.6134,23.5,33.5,43,91,surplus,32.04192442,surplus,deficit,-0.032214498,1.032214498,,0.794011152,0.794011152,0.378100549,0.567150823,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2014,1,12,2014,17.6134,23.5,33.5,43,91,surplus,32.04192442,surplus,deficit,-0.032214498,1.032214498,,0.794011152,0.794011152,0.378100549,0.567150823,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2014,2,12,2014,9.9554,24,33,49,95,surplus,46.74301821,surplus,deficit,-0.02186126,1.02186126,,0.786047123,0.786047123,0.374308154,0.561462231,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2014,3,12,2014,17.6134,23.5,33.5,44,90,surplus,34.09736588,surplus,deficit,-0.030213885,1.030213885,,0.792472219,0.792472219,0.377367723,0.566051585,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2014,4,12,2014,16.8476,22.5,34.5,38,88,deficit,-1.767487409,deficit,surplus,0.361338591,0.638661409,,0.638661409,0.638661409,0.638661409,0.957992114,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2014,5,12,2014,13.7844,23,34.5,35,91,deficit,0.678567304,deficit,surplus,3.111071186,-2.111071186,,-2.111071186,-2.111071186,-2.111071186,-3.166606779,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2014,6,12,2014,18.3792,24,33.5,43,94,surplus,48.91760519,surplus,deficit,-0.020869156,1.020869156,,0.785283966,0.785283966,0.373944746,0.560917119,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2014,7,12,2014,16.8476,24,34.5,35,90,surplus,8.777740961,surplus,deficit,-0.128572037,1.128572037,,0.868132336,0.482295742,0.482295742,0.723443613,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2014,8,12,2014,18.3792,23.5,34,38,94,surplus,21.88648029,surplus,deficit,-0.047877861,1.047877861,,0.806059893,0.447811052,0.447811052,0.671716578,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2014,9,12,2014,10.7212,24,33.5,45,95,surplus,41.83073435,surplus,deficit,-0.024491355,1.024491355,,0.788070273,0.788070273,0.375271559,0.562907338,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2014,30,1,2014,13.7844,24,32.5,49,94,surplus,52.18626844,surplus,deficit,-0.01953649,1.01953649,,0.784258838,0.784258838,0.37345659,0.560184885,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2014,31,1,2014,9.9554,24,31.5,50,95,surplus,38.60454284,surplus,deficit,-0.026592532,1.026592532,,0.789686563,0.789686563,0.376041221,0.564061831,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2014,1,2,2014,14.5502,23,35,15,71,deficit,-122.7536393,surplus,deficit,0.00808057,0.99191943,,0.763014946,0.763014946,0.363340451,0.545010676,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2014,2,2,2014,16.8476,21,29,7,64,deficit,-215.3802888,surplus,deficit,0.004621493,0.995378507,,0.765675775,0.765675775,0.364607512,0.546911268,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2014,3,2,2014,19.145,19,35,20,82,deficit,-153.0193904,surplus,deficit,0.006492689,0.993507311,,0.764236393,0.764236393,0.363922092,0.545883138,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2014,4,2,2014,16.8476,19,35,30,95,deficit,-61.03535597,surplus,surplus,0.01611984,0.98388016,,0.756830892,0.756830892,0.360395663,0.540593495,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2014,5,2,2014,19.9108,20,35,30,93,deficit,-66.47267656,surplus,surplus,0.014820814,0.985179186,,0.757830143,0.757830143,0.360871497,0.541307245,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2014,6,2,2014,18.3792,23,36,15,95,deficit,-91.09771021,surplus,surplus,0.010858033,0.989141967,,0.760878436,0.760878436,0.362323065,0.543484597,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2014,7,2,2014,20.6766,24,34,34,93,surplus,5.829767706,surplus,deficit,-0.207049295,1.207049295,,0.928499458,0.515833032,0.515833032,0.773749548,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2014,8,2,2014,17.6134,24,34.5,35,94,surplus,19.4047563,surplus,deficit,-0.054333781,1.054333781,,0.811025985,0.450569992,0.450569992,0.675854988,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2014,9,2,2014,15.316,23.5,34.5,35,94,surplus,12.17233838,surplus,deficit,-0.089506777,1.089506777,,0.838082136,0.465601187,0.465601187,0.69840178,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2014,10,2,2014,17.6134,24,34,34,94,surplus,9.79975169,surplus,deficit,-0.11363957,1.11363957,,0.856645823,0.475914346,0.475914346,0.713871519,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2014,11,2,2014,16.8476,23.5,34.5,29,92,deficit,-21.60474734,deficit,surplus,0.044238495,0.955761505,,0.735201158,0.735201158,0.350095789,0.525143684,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2014,12,2,2014,14.5502,24,34.5,40,95,surplus,41.37274713,surplus,deficit,-0.024769184,1.024769184,,0.788283988,0.788283988,0.375373327,0.563059991,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2014,13,2,2014,16.8476,23,34.5,35,97,surplus,12.26230983,surplus,deficit,-0.088791732,1.088791732,,0.837532102,0.465295612,0.465295612,0.697943418,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2014,14,2,2014,21.4424,23,35.5,20,95,deficit,-78.81539459,surplus,surplus,0.012528911,0.987471089,,0.759593145,0.759593145,0.361711022,0.542566532,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2014,15,2,2014,15.316,21.5,33,34,98,deficit,-19.62284597,deficit,surplus,0.048489913,0.951510087,,0.731930836,0.731930836,0.348538493,0.52280774,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2014,16,2,2014,17.6134,21,34,30,91,deficit,-57.32816965,surplus,surplus,0.017144375,0.982855625,,0.756042788,0.756042788,0.360020375,0.540030563,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2014,17,2,2014,16.8476,22,34.5,20,90,deficit,-88.12787015,surplus,surplus,0.011219835,0.988780165,,0.760600127,0.760600127,0.362190537,0.543285805,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2014,18,2,2014,19.145,23,34.5,25,94,deficit,-50.17346671,surplus,surplus,0.019541377,0.980458623,,0.754198941,0.754198941,0.359142353,0.538713529,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2014,19,2,2014,17.6134,23,36,28,98,deficit,-8.270618874,deficit,surplus,0.107867664,0.892132336,,0.686255643,0.686255643,0.686255643,1.029383465,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2014,20,2,2014,16.8476,23.5,36,28,98,deficit,0.053957399,deficit,surplus,1.057034851,-0.057034851,,-0.057034851,-0.057034851,-0.057034851,-0.085552277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2014,21,2,2014,19.145,24,36.5,27,95,deficit,-3.839344473,deficit,surplus,0.206639557,0.793360443,,0.793360443,0.793360443,0.377790687,0.566686031,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2014,22,2,2014,19.9108,23.5,37,15,95,deficit,-87.32258148,surplus,surplus,0.011322133,0.988677867,,0.760521436,0.760521436,0.362153065,0.543229597,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2014,23,2,2014,18.3792,26,36,32,95,surplus,56.19220187,surplus,deficit,-0.018118502,1.018118502,,0.783168078,0.783168078,0.37293718,0.55940577,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2014,24,2,2014,15.316,25.5,35,47,95,surplus,101.0057155,surplus,deficit,-0.009999428,1.009999428,,0.776922637,0.776922637,0.36996316,0.554944741,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2014,25,2,2014,20.6766,22,34,40,95,surplus,11.89664823,surplus,deficit,-0.091771339,1.091771339,,0.839824107,0.466568948,0.466568948,0.699853422,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2014,26,2,2014,13.7844,22,34,40,98,surplus,18.21719129,surplus,deficit,-0.058081483,1.058081483,,0.813908833,0.452171574,0.452171574,0.678257361,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2014,27,2,2014,15.316,21.5,36,37,87,deficit,-4.133921136,deficit,surplus,0.194782891,0.805217109,,0.619397776,0.619397776,0.619397776,0.929096664,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2014,28,2,2014,13.0186,23.5,32,48,98,surplus,44.4523978,surplus,deficit,-0.02301369,1.02301369,,0.786933608,0.786933608,0.374730289,0.562095434,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2014,1,3,2014,17.6134,23,35,36,95,surplus,17.04028385,surplus,deficit,-0.062343036,1.062343036,,0.817186951,0.45399275,0.45399275,0.680989126,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2014,2,3,2014,15.316,22,35,5,95,deficit,-132.6242843,surplus,deficit,0.00748367,0.99251633,,0.7634741,0.7634741,0.363559095,0.545338643,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2014,3,3,2014,17.6134,23,34,20,94,deficit,-72.19334764,surplus,surplus,0.013662444,0.986337556,,0.758721197,0.758721197,0.361295808,0.541943712,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2014,4,3,2014,14.5502,34,34,36,96,surplus,202.9958377,surplus,deficit,-0.004950597,1.004950597,,0.773038921,0.773038921,0.368113772,0.552170658,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2014,5,3,2014,12.2528,25,35,43,100,surplus,73.41871299,surplus,deficit,-0.013808586,1.013808586,,0.779852758,0.779852758,0.371358456,0.557037685,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2014,6,3,2014,14.5502,22.2,30.5,50,98,surplus,24.66799305,surplus,deficit,-0.042251153,1.042251153,,0.801731656,0.445406476,0.445406476,0.668109713,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2014,7,3,2014,19.145,22,33,50,95,surplus,49.62656713,surplus,deficit,-0.02056489,1.02056489,,0.785049915,0.785049915,0.373833293,0.56074994,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2014,8,3,2014,18.3792,22.5,35,38,95,surplus,20.26328936,surplus,deficit,-0.051912214,1.051912214,,0.809163242,0.449535134,0.449535134,0.674302701,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2014,9,3,2014,15.316,24,35.5,32,93,surplus,11.23231227,surplus,deficit,-0.097729621,1.097729621,,0.844407401,0.469115223,0.469115223,0.703672834,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2014,10,3,2014,12.2528,24.2,33.5,45,94,surplus,46.06187442,surplus,deficit,-0.022191709,1.022191709,,0.786301315,0.786301315,0.374429197,0.561643796,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2014,11,3,2014,17.6134,25,32,53,98,surplus,101.0290614,surplus,deficit,-0.009997095,1.009997095,,0.776920842,0.776920842,0.369962306,0.554943459,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2014,12,3,2014,19.9108,25,34,45,98,surplus,100.5722824,surplus,deficit,-0.010042955,1.010042955,,0.776956119,0.776956119,0.369979104,0.554968657,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2014,13,3,2014,18.3792,23,30,38,95,deficit,-20.53306829,deficit,surplus,0.0464402,0.9535598,,0.733507538,0.733507538,0.349289304,0.523933956,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2014,14,3,2014,18.3792,20,34,43,95,deficit,0.130276799,deficit,surplus,1.149791105,-0.149791105,,-0.149791105,-0.149791105,-0.149791105,-0.224686658,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2014,15,3,2014,13.7844,25,34.5,47,96,surplus,82.41929256,surplus,deficit,-0.012282101,1.012282101,,0.778678539,0.778678539,0.370799304,0.556198957,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2014,16,3,2014,17.6134,25.5,34,50,99,surplus,126.8390916,surplus,deficit,-0.007946656,1.007946656,,0.775343582,0.775343582,0.369211229,0.553816844,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2014,17,3,2014,18.3792,23,33,55,93,surplus,81.37452797,surplus,deficit,-0.012441753,1.012441753,,0.778801348,0.778801348,0.370857785,0.556286677,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2014,18,3,2014,11.487,25,34,48,98,surplus,73.63765264,surplus,deficit,-0.013766965,1.013766965,,0.779820742,0.779820742,0.371343211,0.557014816,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2014,19,3,2014,20.6766,24,34,53,96,surplus,123.1667619,surplus,deficit,-0.008185533,1.008185533,,0.775527333,0.775527333,0.36929873,0.553948095,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2014,20,3,2014,17.6134,23.5,35,52,95,surplus,106.5451099,surplus,deficit,-0.009474622,1.009474622,,0.77651894,0.77651894,0.369770924,0.554656386,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2014,21,3,2014,16.8476,24.5,33.5,51,95,surplus,92.15588652,surplus,deficit,-0.010970219,1.010970219,,0.777669399,0.777669399,0.370318762,0.555478142,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2014,22,3,2014,19.9108,24,35,47,94,surplus,95.39755939,surplus,deficit,-0.010593494,1.010593494,,0.777379611,0.777379611,0.370180767,0.555271151,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2014,23,3,2014,16.8476,24,34,52,99,surplus,106.1681872,surplus,deficit,-0.009508579,1.009508579,,0.776545061,0.776545061,0.369783362,0.554675043,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2014,24,3,2014,15.316,21,31,60,96,surplus,46.23574329,surplus,deficit,-0.022106412,1.022106412,,0.786235702,0.786235702,0.374397953,0.56159693,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2014,25,3,2014,19.9108,23,33,50,90,surplus,52.94473763,surplus,deficit,-0.019251228,1.019251228,,0.784039406,0.784039406,0.373352098,0.560028147,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2014,26,3,2014,20.6766,23,33.5,45,91,surplus,37.74609037,surplus,deficit,-0.027213779,1.027213779,,0.790164445,0.790164445,0.376268784,0.564403175,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2014,27,3,2014,16.8476,24,34,48,95,surplus,77.30557383,surplus,deficit,-0.013105203,1.013105203,,0.779311695,0.779311695,0.371100807,0.55665121,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2014,28,3,2014,18.3792,21.5,31.2,55,94,surplus,37.02502107,surplus,deficit,-0.027758485,1.027758485,,0.79058345,0.79058345,0.37646831,0.564702464,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2014,29,3,2014,19.145,21.5,32,57,92,surplus,53.40983778,surplus,deficit,-0.019080387,1.019080387,,0.78390799,0.78390799,0.373289519,0.559934279,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2014,30,3,2014,20.6766,25,33,53,98,surplus,132.3403104,surplus,deficit,-0.007613809,1.007613809,,0.775087545,0.775087545,0.369089307,0.553633961,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2014,31,3,2014,16.8476,21,33.5,44,94,surplus,10.186083,surplus,deficit,-0.108860327,1.108860327,,0.852969482,0.473871935,0.473871935,0.710807902,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2014,1,4,2014,20.6766,20.5,33,47,86,deficit,-8.812924324,deficit,surplus,0.101906421,0.898093579,,0.690841215,0.690841215,0.690841215,1.036261822,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2014,2,4,2014,16.0818,25.5,34.5,46,94,surplus,91.61933483,surplus,deficit,-0.011035173,1.011035173,,0.777719364,0.777719364,0.370342554,0.555513831,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2014,3,4,2014,15.316,24,32.5,57,95,surplus,89.33320963,surplus,deficit,-0.011320771,1.011320771,,0.777939055,0.777939055,0.370447169,0.555670753,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2014,4,4,2014,21.4424,24,34,48,92,surplus,84.58032735,surplus,deficit,-0.011964538,1.011964538,,0.77843426,0.77843426,0.370682981,0.556024471,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2014,5,4,2014,21.4424,23,34,44,93,surplus,46.24438451,surplus,deficit,-0.02210219,1.02210219,,0.786232454,0.786232454,0.374396407,0.56159461,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2014,6,4,2014,19.9108,25.5,34,49,94,surplus,119.064772,surplus,deficit,-0.008469927,1.008469927,,0.775746098,0.775746098,0.369402904,0.554104355,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2014,7,4,2014,21.4424,24.5,34,46,92,surplus,82.23711937,surplus,deficit,-0.012309644,1.012309644,,0.778699726,0.778699726,0.370809393,0.55621409,,,,,,,,,,,,,,,,,,,,,,,,,,,
