,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,surplus,deficit
1,1,1,2014,13.784400000000002,22.0,33.0,41,96,surplus,9.943042271663632,1.111818771467573,-0.11181877146757291
2,2,1,2014,14.5502,22.0,32.0,40,100,surplus,5.75124238216784,1.210471266158333,-0.210471266158333
3,3,1,2014,17.6134,23.0,34.0,14,100,deficit,-85.78919301971982,0.9884778281119311,0.011522171888068922
4,4,1,2014,17.6134,21.0,34.0,10,100,deficit,-132.22871296644308,0.9924941104831367,0.007505889516863262
5,5,1,2014,13.018600000000001,19.0,32.5,46,100,deficit,0.3562024811194018,-0.5532834014936067,1.5532834014936068
6,6,1,2014,16.0818,20.0,33.5,45,98,surplus,10.835697634249133,1.101670469872709,-0.10167046987270889
7,7,1,2014,13.784400000000002,21.0,33.0,35,96,deficit,-21.383816089936968,0.9553248652516598,0.04467513474834017
8,8,1,2014,18.3792,21.0,32.5,30,98,deficit,-55.408998286418125,0.9822723318906946,0.017727668109305372
9,9,1,2014,15.316,21.5,33.0,30,100,deficit,-31.201054728959754,0.9689451165989088,0.031054883401091193
10,10,1,2014,15.316,22.0,33.0,32,99,deficit,-19.441523623186562,0.9510799674997947,0.04892003250020527
11,11,1,2014,16.0818,22.0,32.0,36,98,deficit,-14.747117083603257,0.9364963126462523,0.06350368735374767
12,12,1,2014,13.784400000000002,21.5,33.0,32,97,deficit,-25.03499491363159,0.9615901595787747,0.038409840421225305
13,13,1,2014,19.910800000000002,22.0,33.5,21,95,deficit,-93.24380125118725,0.9893892225618669,0.010610777438133101
14,14,1,2014,16.0818,22.5,33.5,38,98,surplus,12.182465091125962,1.0894257207020988,-0.08942572070209875
15,15,1,2014,18.3792,23.5,34.0,38,98,surplus,32.83220415500094,1.0314147268951495,-0.03141472689514946
16,16,1,2014,16.847600000000003,25.5,33.0,46,97,surplus,85.42203246920569,1.0118452490511263,-0.011845249051126272
17,17,1,2014,14.5502,22.0,30.0,48,95,surplus,6.057883879861324,1.1977111423972464,-0.1977111423972464
18,18,1,2014,17.6134,22.5,32.5,45,93,surplus,20.838587631731365,1.0504068141625427,-0.05040681416254267
19,19,1,2014,19.145,22.5,35.5,11,95,deficit,-127.86139276395248,0.9922397237950719,0.00776027620492814
20,20,1,2014,17.6134,23.5,33.5,43,91,surplus,32.041924416978446,1.032214497611915,-0.03221449761191497
21,21,1,2014,17.6134,23.5,33.5,43,91,surplus,32.041924416978446,1.032214497611915,-0.03221449761191497
22,22,1,2014,9.955400000000001,24.0,33.0,49,95,surplus,46.74301821025203,1.021861259687842,-0.021861259687842027
23,23,1,2014,17.6134,23.5,33.5,44,90,surplus,34.097365882619386,1.030213884801181,-0.030213884801181035
24,24,1,2014,16.847600000000003,22.5,34.5,38,88,deficit,-1.7674874088567627,0.638661409334796,0.361338590665204
25,25,1,2014,13.784400000000002,23.0,34.5,35,91,deficit,0.6785673035536632,-2.1110711855256143,3.1110711855256143
26,26,1,2014,18.3792,24.0,33.5,43,94,surplus,48.917605191607194,1.0208691564614156,-0.020869156461415628
27,27,1,2014,16.847600000000003,24.0,34.5,35,90,surplus,8.777740961054773,1.1285720371772816,-0.1285720371772816
28,28,1,2014,18.3792,23.5,34.0,38,94,surplus,21.88648029417402,1.0478778609854593,-0.04787786098545932
29,29,1,2014,10.7212,24.0,33.5,45,95,surplus,41.8307343458425,1.0244913547606038,-0.024491354760603823
30,30,1,2014,13.784400000000002,24.0,32.5,49,94,surplus,52.186268438389334,1.0195364895802796,-0.019536489580279648
31,31,1,2014,9.955400000000001,24.0,31.5,50,95,surplus,38.60454284037549,1.0265925317652396,-0.02659253176523957
32,1,2,2014,14.5502,23.0,35.0,15,71,deficit,-122.75363933829398,0.9919194295590258,0.00808057044097421
33,2,2,2014,16.847600000000003,21.0,29.0,7,64,deficit,-215.3802887873856,0.9953785069536413,0.004621493046358727
34,3,2,2014,19.145,19.0,35.0,20,82,deficit,-153.01939039991282,0.993507311011922,0.006492688988077977
35,4,2,2014,16.847600000000003,19.0,35.0,30,95,deficit,-61.03535596956961,0.9838801602026668,0.016119839797333224
36,5,2,2014,19.910800000000002,20.0,35.0,30,93,deficit,-66.47267656237673,0.9851791858430943,0.014820814156905726
37,6,2,2014,18.3792,23.0,36.0,15,95,deficit,-91.09771020533934,0.9891419667462914,0.010858033253708599
38,7,2,2014,20.676600000000004,24.0,34.0,34,93,surplus,5.8297677058373445,1.2070492953090437,-0.2070492953090437
39,8,2,2014,17.6134,24.0,34.5,35,94,surplus,19.404756296324244,1.0543337811106859,-0.054333781110685875
40,9,2,2014,15.316,23.5,34.5,35,94,surplus,12.172338375239852,1.0895067770428617,-0.0895067770428617
41,10,2,2014,17.6134,24.0,34.0,34,94,surplus,9.799751690149645,1.1136395702073492,-0.11363957020734916
42,11,2,2014,16.847600000000003,23.5,34.5,29,92,deficit,-21.60474734459982,0.9557615051053027,0.04423849489469733
43,12,2,2014,14.5502,24.0,34.5,40,95,surplus,41.372747133046374,1.024769183942439,-0.0247691839424391
44,13,2,2014,16.847600000000003,23.0,34.5,35,97,surplus,12.262309834226738,1.0887917323106266,-0.08879173231062665
45,14,2,2014,21.4424,23.0,35.5,20,95,deficit,-78.81539459249592,0.9874710886902761,0.012528911309723889
46,15,2,2014,15.316,21.5,33.0,34,98,deficit,-19.62284596967286,0.9515100873336997,0.04848991266630032
47,16,2,2014,17.6134,21.0,34.0,30,91,deficit,-57.32816965151429,0.9828556252326351,0.017144374767364856
48,17,2,2014,16.847600000000003,22.0,34.5,20,90,deficit,-88.12787014893149,0.9887801649660312,0.011219835033968839
