,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,surplus,deficit
1,1,1,2019,16.8732,19.5,35.0,0.0,88,deficit,-213.06223816896406,0.9953284614392817,0.004671538560718336
2,2,1,2019,15.9894,19.5,35.2,7.0,87,deficit,-171.12259107565197,0.9941901873905648,0.00580981260943525
3,3,1,2019,15.8652,19.0,35.5,6.0,85,deficit,-181.99092583800174,0.9945352481527676,0.005464751847232385
4,4,1,2019,16.3584,18.2,35.5,0.0,70,deficit,-248.92448146522648,0.9959987913383382,0.004001208661661759
5,5,1,2019,16.6194,19.5,36.0,2.0,78,deficit,-220.39479122966708,0.9954831819012281,0.004516818098771913
6,6,1,2019,16.1766,20.0,35.2,10.0,91,deficit,-147.0957421352687,0.9932476114060955,0.006752388593904479
7,7,1,2019,14.4504,19.0,34.5,6.0,82,deficit,-169.3617488113052,0.9941301377393842,0.00586986226061581
8,8,1,2019,15.8562,20.0,35.1,4.0,54,deficit,-240.87556002039122,0.9958656426473361,0.0041343573526638755
9,9,1,2019,15.6834,20.0,35.5,7.0,86,deficit,-164.91691621486518,0.9939728870159027,0.006027112984097305
10,10,1,2019,13.7556,20.0,35.0,35.0,95,deficit,-18.71760979746366,0.9492839137059791,0.05071608629402091
11,11,1,2019,13.7286,19.5,36.5,16.0,96,deficit,-91.53757074892441,0.9891935784362308,0.010806421563769208
12,12,1,2019,15.39,22.0,36.5,7.0,94,deficit,-125.35556439261164,0.9920858253864245,0.007914174613575464
13,13,1,2019,13.9878,25.0,36.0,33.0,93,surplus,32.24555655710195,1.032004550732597,-0.032004550732597004
14,14,1,2019,10.773,24.0,34.5,48.0,92,surplus,53.77094236041877,1.0189498226726772,-0.018949822672677197
15,15,1,2019,13.2624,24.0,36.0,48.0,92,surplus,79.10603851254295,1.0128031074042938,-0.012803107404293801
16,16,1,2019,14.8914,23.1,36.1,13.0,98,deficit,-72.23710581242376,0.9863457193057135,0.013654280694286536
17,17,1,2019,15.0246,23.0,35.5,22.0,87,deficit,-59.41429941690681,0.9834476273059263,0.016552372694073725
18,18,1,2019,14.1804,22.0,36.0,18.0,95,deficit,-64.9503461052072,0.9848370773004776,0.015162922699522352
19,19,1,2019,11.5074,24.0,34.5,37.0,93,surplus,22.400039390379902,1.0467288859500667,-0.046728885950066745
20,20,1,2019,14.0526,25.0,36.0,34.0,96,surplus,43.74974907620143,1.0233919501660116,-0.023391950166011588
21,21,1,2019,13.1868,24.0,36.0,20.0,91,deficit,-38.05530222260263,0.9743952819952506,0.025604718004749394
22,22,1,2019,14.9778,22.0,36.5,26.0,93,deficit,-33.577713305986826,0.9710796375934189,0.028920362406581135
23,23,1,2019,13.4874,23.5,36.5,28.0,95,deficit,0.02367501068659905,-0.02424910859164679,1.0242491085916468
24,24,1,2019,13.773857142857143,25.3,30.0,64.0,97,surplus,96.5862530825857,1.0104617554067739,-0.010461755406773854
25,25,1,2019,16.155,22.0,35.5,30.0,95,deficit,-20.39521883495683,0.9532605855675503,0.046739414432449666
26,26,1,2019,14.7402,21.5,36.0,22.0,96,deficit,-53.57338896400813,0.9816760509291531,0.01832394907084689
27,27,1,2019,12.7206,23.5,35.0,30.0,97,surplus,3.2815646151992173,1.4382957174818756,-0.43829571748187557
28,28,1,2019,10.6902,24.0,34.0,53.0,95,surplus,68.95443800659359,1.0147157423316924,-0.014715742331692372
29,29,1,2019,11.8548,25.0,30.0,43.0,96,surplus,26.388752907111982,1.0393875194917461,-0.039387519491746126
30,30,1,2019,12.1266,24.0,30.1,37.0,95,deficit,-0.9277652097094364,0.48126462965335604,0.518735370346644
31,31,1,2019,14.6808,24.0,36.0,34.0,94,surplus,26.72798776393661,1.0388681776894235,-0.03886817768942352
32,1,2,2019,11.4768,24.0,36.0,39.0,95,surplus,43.68843055936321,1.023425550831844,-0.023425550831843944
33,2,2,2019,10.827,23.5,29.5,47.0,95,surplus,15.572073495690688,1.0686244136975924,-0.06862441369759242
34,3,2,2019,12.8232,24.5,35.0,32.0,97,surplus,22.253682367938623,1.0470506702174354,-0.047050670217435364
35,4,2,2019,14.1102,25.5,35.5,29.0,98,surplus,29.99640627677459,1.034487032305137,-0.034487032305136944
36,5,2,2019,15.0048,24.0,36.5,20.0,96,deficit,-31.16779937696592,0.9689130117891726,0.03108698821082745
37,6,2,2019,13.1148,25.0,36.5,22.0,97,deficit,-2.766613942281003,0.7345095581007658,0.2654904418992342
38,7,2,2019,12.2148,24.5,36.0,35.0,93,surplus,32.02044849198633,1.0322368001951467,-0.03223680019514674
39,8,2,2019,10.0278,25.0,35.5,32.0,97,surplus,28.024985189331762,1.0370027954869983,-0.03700279548699825
40,9,2,2019,14.0274,22.0,35.0,35.0,95,surplus,1.1146333058523616,9.723468215144365,-8.723468215144365
41,10,2,2019,15.1236,22.0,36.0,35.0,88,deficit,-5.773919607231157,0.8523749825828312,0.14762501741716882
42,11,2,2019,13.4586,20.0,36.5,0.0,83,deficit,-173.34117322872876,0.9942641202793328,0.005735879720667247
43,12,2,2019,12.6036,21.0,36.5,0.0,87,deficit,-148.01071458954905,0.9932890731867536,0.006710926813246365
44,13,2,2019,12.897,21.0,36.5,10.0,92,deficit,-102.94687173043042,0.9903797008668684,0.00962029913313156
45,14,2,2019,11.9412,22.0,36.0,25.0,94,deficit,-28.403546630955717,0.9659904972501783,0.03400950274982173
46,15,2,2019,12.0708,23.5,36.0,0.0,68,deficit,-155.22900419104886,0.9935991398960905,0.0064008601039095
47,16,2,2019,14.7726,20.0,36.5,0.0,91,deficit,-177.50074701415133,0.9943977825486595,0.005602217451340485
48,17,2,2019,12.4056,22.5,33.5,21.0,88,deficit,-60.137829656478495,0.9836435148970972,0.016356485102902774
49,18,2,2019,10.881,23.5,36.5,35.0,94,surplus,25.514552704685926,1.0407920965169741,-0.04079209651697413
50,19,2,2019,13.1832,26.0,37.0,24.0,95,surplus,16.901188523481615,1.0628883808605425,-0.06288838086054249
51,20,2,2019,15.0462,25.0,37.0,26.0,96,surplus,15.045579943423173,1.0711967753576632,-0.07119677535766322
52,21,2,2019,13.5018,24.0,38.0,32.0,96,surplus,37.355274462669755,1.0275063251420868,-0.02750632514208684
