,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,surplus,deficit
1,1,1,2013,16.847600000000003,18.0,32.5,15,75,deficit,-182.8142040012954,0.9945597240135319,0.005440275986468124
2,2,1,2013,16.847600000000003,16.5,33.0,19,83,deficit,-162.5674314536287,0.9938863134848241,0.0061136865151758535
3,3,1,2013,16.847600000000003,17.0,33.5,16,80,deficit,-175.0421197442534,0.9943195412469882,0.005680458753011819
4,4,1,2013,16.847600000000003,17.0,34.5,14,87,deficit,-170.28753124717716,0.9941618634309293,0.005838136569070729
5,5,1,2013,16.847600000000003,16.0,34.5,16,80,deficit,-179.26533944800153,0.9944526218791581,0.005547378120841939
6,6,1,2013,16.847600000000003,18.0,35.0,16,85,deficit,-155.03585518442955,0.9935912165904559,0.006408783409544094
7,7,1,2013,17.6134,17.0,33.5,33,95,deficit,-82.19960974627261,0.9879807128537066,0.012019287146293411
8,8,1,2013,19.145,19.5,33.0,37,95,deficit,-47.34140390585891,0.9793137989548789,0.02068620104512109
9,9,1,2013,15.316,20.0,33.5,30,90,deficit,-62.95867317372891,0.9843649039234486,0.015635096076551447
10,10,1,2013,17.6134,20.0,34.0,17,88,deficit,-136.35086924995727,0.9927193762554196,0.007280623744580383
11,11,1,2013,16.847600000000003,18.0,33.5,20,87,deficit,-138.48460835879712,0.9928307502041537,0.007169249795846322
12,12,1,2013,16.0818,18.5,34.0,18,88,deficit,-132.44001467564556,0.9925059960280227,0.007494003971977303
13,13,1,2013,19.145,17.5,34.5,16,94,deficit,-167.1458811714934,0.9940527832556296,0.005947216744370376
14,14,1,2013,15.316,17.0,33.5,30,86,deficit,-94.5367804460655,0.9895328270920272,0.010467172907972833
15,15,1,2013,16.0818,19.0,34.5,35,95,deficit,-39.01054159928438,0.9750065867636771,0.02499341323632287
16,16,1,2013,13.784400000000002,22.5,35.5,14,93,deficit,-79.58115404070406,0.9875901504277927,0.012409849572207254
17,17,1,2013,13.784400000000002,22.0,33.5,37,92,deficit,-7.851860002508591,0.8870293927246248,0.11297060727537522
18,18,1,2013,13.018600000000001,23.0,34.5,40,92,surplus,21.62821983463952,1.0484772805417155,-0.04847728054171552
19,19,1,2013,13.784400000000002,23.5,34.5,41,90,surplus,27.490504382998875,1.0377493756080305,-0.03774937560803049
