,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,surplus,deficit
30,30,1,2017,13.878,25.0,35.0,35.0,84.0,deficit,-7444835012125.908,1.0344827586206897,-0.034482758620689724
31,31,1,2017,12.2562,24.0,32.0,51.0,89.0,surplus,18969707786428.918,1.0333333333333334,-0.03333333333333344
32,1,2,2017,11.5272,23.0,33.5,49.0,89.0,surplus,17025067893942.713,1.032258064516129,-0.032258064516129004
33,2,2,2017,16.218,23.0,34.5,37.0,87.0,deficit,-20549760453872.055,1.03125,-0.03125
34,3,2,2017,12.2418,23.0,34.5,38.0,90.0,deficit,-12336138991169.951,1.0303030303030303,-0.030303030303030276
35,4,2,2017,13.7196,23.0,34.0,34.0,89.0,deficit,-36058571697453.07,1.0294117647058822,-0.02941176470588225
36,5,2,2017,14.9958,25.0,34.5,27.0,98.0,deficit,-17473858687802.305,1.0285714285714285,-0.02857142857142847
37,6,2,2017,14.9904,24.0,35.0,18.0,88.0,deficit,-98007078012781.77,1.0277777777777777,-0.02777777777777768
38,7,2,2017,14.1894,24.0,35.0,9.0,90.0,deficit,-146088857767376.22,1.027027027027027,-0.027027027027026973
39,8,2,2017,11.772,24.0,34.0,41.0,90.0,surplus,7779057203533.776,1.0263157894736843,-0.026315789473684292
40,9,2,2017,10.8522,23.5,35.0,38.0,90.0,deficit,-4574965033960.319,1.0256410256410255,-0.02564102564102555
41,10,2,2017,13.8006,24.0,35.0,30.0,88.0,deficit,-50144737553185.63,1.025,-0.02499999999999991
42,11,2,2017,13.4334,24.0,34.5,34.0,88.0,deficit,-33736205881082.523,1.024390243902439,-0.024390243902439046
43,12,2,2017,10.134,24.0,34.5,42.0,96.0,surplus,45379746332802.82,1.0238095238095237,-0.023809523809523725
44,13,2,2017,16.3962,25.0,36.5,0.0,90.0,deficit,-239978604311659.7,1.0232558139534884,-0.023255813953488413
45,14,2,2017,15.426,24.0,36.0,5.0,87.0,deficit,-239218869888393.78,1.0227272727272727,-0.022727272727272707
46,15,2,2017,14.9112,23.0,35.0,5.0,92.0,deficit,-262478851983695.88,1.0222222222222221,-0.022222222222222143
47,16,2,2017,13.7304,22.0,35.0,0.0,49.0,deficit,-358270601024167.4,1.0217391304347827,-0.021739130434782705
48,17,2,2017,14.787,20.0,35.0,0.0,21.0,deficit,-372327030995682.25,1.0212765957446808,-0.02127659574468077
49,18,2,2017,14.1426,20.0,34.0,0.0,51.0,deficit,-402580208644964.06,1.0208333333333333,-0.02083333333333326
50,19,2,2017,14.1714,20.0,35.0,14.0,93.0,deficit,-294183816528833.44,1.0204081632653061,-0.020408163265306145
51,20,2,2017,12.3246,20.0,35.0,14.0,85.0,deficit,-317147266438425.8,1.02,-0.020000000000000018
52,21,2,2017,14.0796,20.0,36.0,15.0,90.0,deficit,-305533831878687.4,1.0196078431372548,-0.019607843137254832
53,22,2,2017,14.3244,22.0,36.0,18.0,91.0,deficit,-237088170171808.28,1.0192307692307692,-0.019230769230769162
54,23,2,2017,13.3866,23.0,36.0,31.0,94.0,deficit,-61462269000242.586,1.0188679245283019,-0.018867924528301883
55,24,2,2017,13.9716,24.0,37.0,25.0,93.0,deficit,-91012005540292.9,1.0185185185185186,-0.0185185185185186
56,25,2,2017,13.8222,25.0,36.5,25.0,94.0,deficit,-62557534574716.03,1.018181818181818,-0.018181818181818077
57,26,2,2017,13.347,24.5,36.0,29.0,88.0,deficit,-77380928998740.31,1.0178571428571428,-0.017857142857142794
58,27,2,2017,15.9444,23.0,35.0,40.0,90.0,deficit,-6743195251630.088,1.0175438596491229,-0.01754385964912286
59,28,2,2017,14.1156,23.0,36.5,25.0,89.0,deficit,-171168060537341.53,1.0172413793103448,-0.01724137931034475
60,1,3,2017,14.931,24.0,36.5,30.0,89.0,deficit,-73399328929472.12,1.0169491525423728,-0.016949152542372836
61,2,3,2017,14.2488,25.0,36.0,36.0,94.0,surplus,74598828003692.08,1.0166666666666666,-0.016666666666666607
62,3,3,2017,18.6858,23.0,36.1,30.0,88.0,deficit,-131236591886913.62,1.0163934426229508,-0.016393442622950838
63,4,3,2017,18.9864,22.5,35.0,37.0,89.0,deficit,-76315124113047.53,1.0161290322580645,-0.016129032258064502
64,5,3,2017,17.4024,23.5,35.5,34.0,86.0,deficit,-90278694819591.66,1.0158730158730158,-0.015873015873015817
65,6,3,2017,14.8356,24.5,35.0,36.0,86.0,deficit,-38109164727904.25,1.015625,-0.015625
66,7,3,2017,16.172228571428573,24.0,36.5,11.0,88.0,deficit,-413626308620365.5,1.0153846153846153,-0.01538461538461533
67,8,3,2017,19.0818,23.5,36.0,22.0,86.0,deficit,-281168306722816.3,1.0151515151515151,-0.015151515151515138
68,9,3,2017,16.0758,26.0,35.0,27.0,86.0,deficit,-117085029939589.66,1.0149253731343284,-0.014925373134328401
69,10,3,2017,13.0248,25.0,35.2,26.0,86.0,deficit,-181070412594439.53,1.0147058823529411,-0.014705882352941124
70,11,3,2017,16.51128979591837,22.0,35.5,20.0,82.0,deficit,-433704773897710.06,1.0144927536231885,-0.01449275362318847
71,12,3,2017,15.3162,23.5,34.0,24.0,89.0,deficit,-305863177405479.56,1.0142857142857142,-0.014285714285714235
72,13,3,2017,18.7146,23.5,35.0,26.0,85.0,deficit,-283313026580409.7,1.0140845070422535,-0.014084507042253502
73,14,3,2017,18.7398,24.0,36.0,31.0,86.0,deficit,-135050490419697.4,1.0138888888888888,-0.01388888888888884
74,15,3,2017,17.3178,23.0,35.0,31.0,87.0,deficit,-214122775074632.47,1.0136986301369864,-0.013698630136986356
75,16,3,2017,16.528612827988336,24.0,36.5,13.0,87.0,deficit,-499615955560947.8,1.0135135135135136,-0.013513513513513598
76,17,3,2017,16.593300374843817,24.5,35.5,16.0,87.0,deficit,-438831561645831.6,1.0133333333333334,-0.01333333333333342
77,18,3,2017,16.8678,24.5,35.0,30.0,86.0,deficit,-179454034139779.03,1.013157894736842,-0.013157894736842035
78,19,3,2017,16.0344,26.0,35.0,41.0,87.0,surplus,155556359716433.38,1.0129870129870129,-0.01298701298701288
79,20,3,2017,17.9298,25.5,35.0,38.0,84.0,surplus,21300476519508.383,1.0128205128205128,-0.012820512820512775
80,21,3,2017,19.3338,23.1,35.5,23.0,86.0,deficit,-417371278796177.0,1.0126582278481013,-0.012658227848101333
81,22,3,2017,13.3542,22.5,32.5,52.0,88.0,surplus,48493620193548.36,1.0125,-0.012499999999999956
82,23,3,2017,12.816,25.0,29.5,44.0,86.0,deficit,-118573751406061.44,1.0123456790123457,-0.012345679012345734
83,24,3,2017,18.972,24.0,34.0,39.0,90.0,deficit,-27851759093635.395,1.0121951219512195,-0.012195121951219523
84,25,3,2017,16.47257142857143,22.0,33.5,43.0,87.0,deficit,-130116124974617.69,1.0120481927710843,-0.012048192771084265
85,26,3,2017,16.2918,23.5,32.5,50.0,85.0,surplus,36214269756192.96,1.0119047619047619,-0.011904761904761862
86,27,3,2017,15.8742,23.5,33.2,48.0,87.0,surplus,62309814122456.41,1.011764705882353,-0.0117647058823529
87,28,3,2017,17.856,24.0,34.5,34.0,86.0,deficit,-186370844015885.88,1.0116279069767442,-0.011627906976744207
88,29,3,2017,19.431,25.5,35.2,32.0,84.0,deficit,-125445307433638.9,1.0114942528735633,-0.011494252873563315
89,30,3,2017,16.6896,25.0,33.5,44.0,86.0,surplus,85530190898361.38,1.0113636363636365,-0.011363636363636465
90,31,3,2017,16.6428,24.0,34.5,46.0,89.0,surplus,176298997444069.16,1.0112359550561798,-0.011235955056179803
91,1,4,2017,17.03685306122449,22.0,34.0,41.0,87.0,deficit,-176169126885185.53,1.011111111111111,-0.011111111111111072
92,2,4,2017,14.4306,22.5,32.5,52.0,87.0,surplus,45706728456962.3,1.010989010989011,-0.01098901098901095
93,3,4,2017,18.9252,23.5,33.0,44.0,87.0,deficit,-50859820152553.875,1.0108695652173914,-0.010869565217391353
94,4,4,2017,17.89817142857143,22.5,34.0,47.0,87.0,surplus,23837706571689.69,1.010752688172043,-0.010752688172043001
95,5,4,2017,18.2142,22.2,33.0,47.0,88.0,deficit,-60841961638073.0,1.0106382978723405,-0.010638297872340496
96,6,4,2017,10.3806,22.5,32.0,55.0,86.0,surplus,73885669245257.75,1.0105263157894737,-0.010526315789473717
97,7,4,2017,16.720546355685133,22.0,33.5,40.0,89.0,deficit,-238980207739741.66,1.0104166666666667,-0.01041666666666674
98,8,4,2017,17.3394,22.1,33.5,45.0,86.0,deficit,-125224268396766.36,1.0103092783505154,-0.010309278350515427
99,9,4,2017,12.9996,24.1,30.2,65.0,89.0,surplus,390931916625242.5,1.010204081632653,-0.010204081632652962
100,10,4,2017,16.5258,22.0,34.0,45.0,90.0,deficit,-35383906312824.664,1.0101010101010102,-0.010101010101010166
101,11,4,2017,15.3558,22.5,33.5,51.0,89.0,surplus,149774496433757.88,1.01,-0.010000000000000009
102,12,4,2017,15.9606,26.0,34.0,45.0,87.0,surplus,318133617226267.06,1.00990099009901,-0.00990099009900991
103,13,4,2017,12.9582,27.0,33.0,55.0,83.0,surplus,580091321568838.0,1.0098039215686274,-0.009803921568627416
104,14,4,2017,15.5754,23.0,32.1,47.0,88.0,deficit,-74619871098689.94,1.0097087378640777,-0.009708737864077666
105,15,4,2017,18.558,22.0,35.0,37.0,90.0,deficit,-257542042233298.66,1.0096153846153846,-0.009615384615384581
106,16,4,2017,19.629,21.0,32.5,86.0,88.0,surplus,1085617992750884.9,1.0095238095238095,-0.00952380952380949
107,17,4,2017,19.1376,21.0,33.5,40.0,88.0,deficit,-405663481968008.8,1.009433962264151,-0.009433962264151052
108,18,4,2017,16.9254,21.5,34.0,47.0,87.0,deficit,-71902169461134.95,1.0093457943925233,-0.009345794392523255
109,19,4,2017,15.7842,24.5,33.0,47.0,88.0,surplus,177457345234415.5,1.0092592592592593,-0.0092592592592593
110,20,4,2017,13.3164,23.0,31.5,67.0,87.0,surplus,530553973361839.0,1.0091743119266054,-0.00917431192660545
111,21,4,2017,17.4456,23.0,32.0,54.0,88.0,surplus,159501303646881.72,1.009090909090909,-0.009090909090909038
112,22,4,2017,15.1776,23.0,32.5,56.0,87.0,surplus,272026690964287.16,1.009009009009009,-0.009009009009008917
113,23,4,2017,15.4764,24.0,32.5,47.0,88.0,surplus,73467820164321.19,1.0089285714285714,-0.008928571428571397
114,24,4,2017,18.4536,23.5,33.0,46.0,87.0,surplus,163778642555.55698,1.008849557522124,-0.008849557522123908
115,25,4,2017,12.9222,23.5,31.5,59.0,87.0,surplus,338572402933540.7,1.0087719298245614,-0.00877192982456143
116,26,4,2017,16.6734,24.5,32.5,44.0,87.0,deficit,-5283095175283.609,1.008695652173913,-0.008695652173912993
117,27,4,2017,19.3428,24.0,33.0,43.0,85.0,deficit,-112283850777344.69,1.0086206896551724,-0.008620689655172376
118,28,4,2017,17.5644,23.5,33.5,58.0,88.0,surplus,621430672488937.1,1.0085470085470085,-0.008547008547008517
119,29,4,2017,16.7706,25.0,34.0,47.0,86.0,surplus,342306442467659.7,1.0084745762711864,-0.008474576271186418
120,30,4,2017,17.5284,25.0,34.0,38.0,86.0,deficit,-78778085138363.27,1.0084033613445378,-0.008403361344537785
121,1,5,2017,17.036485714285714,22.5,25.0,80.0,88.0,surplus,89716775115008.4,1.0083333333333333,-0.008333333333333304
122,2,5,2017,16.8858,22.0,25.0,51.0,87.0,deficit,-841856086660277.4,1.0082644628099173,-0.008264462809917328
123,3,5,2017,17.271,24.0,26.0,44.0,87.0,deficit,-713553558312280.9,1.0081967213114753,-0.008196721311475308
124,4,5,2017,16.2468,22.0,27.5,58.0,88.0,deficit,-361337775595389.3,1.008130081300813,-0.008130081300812941
125,5,5,2017,16.5636,22.5,31.0,50.0,87.0,deficit,-209565635961076.94,1.0080645161290323,-0.008064516129032251
126,6,5,2017,16.3098,20.5,33.0,53.0,87.0,deficit,-68961792112966.086,1.008,-0.008000000000000007
127,7,5,2017,16.834555102040817,21.5,28.0,52.0,88.0,deficit,-612204664922483.2,1.007936507936508,-0.007936507936507908
128,8,5,2017,17.6076,21.0,31.5,45.0,84.0,deficit,-654246765286295.2,1.0078740157480315,-0.007874015748031482
129,9,5,2017,12.834,22.0,31.0,60.0,86.0,surplus,135978952278615.98,1.0078125,-0.0078125
130,10,5,2017,19.224,21.5,32.5,50.0,85.0,deficit,-215393172608641.3,1.0077519379844961,-0.007751937984496138
131,11,5,2017,10.656,24.0,31.0,60.0,86.0,surplus,450316369586774.56,1.0076923076923077,-0.007692307692307665
132,12,5,2017,18.9504,22.5,32.5,59.0,86.0,surplus,419810118668681.25,1.0076335877862594,-0.007633587786259444
133,13,5,2017,16.05947930029155,23.0,33.0,52.0,86.0,surplus,212252930981679.7,1.0075757575757576,-0.007575757575757569
134,14,5,2017,13.0428,23.5,32.5,57.0,87.0,surplus,523444317022418.56,1.0075187969924813,-0.007518796992481258
135,15,5,2017,19.9872,25.5,32.5,43.0,87.0,surplus,120268407543205.3,1.007462686567164,-0.00746268656716409
136,16,5,2017,15.821982757184506,24.0,31.0,62.0,87.0,surplus,625621453202253.2,1.0074074074074073,-0.007407407407407307
137,17,5,2017,15.26166847147022,22.5,31.5,53.0,86.0,deficit,-49610474911222.98,1.0073529411764706,-0.007352941176470562
138,18,5,2017,18.4752,23.5,33.2,46.0,87.0,surplus,26021040940408.855,1.0072992700729928,-0.007299270072992803
139,19,5,2017,17.6382,24.0,33.5,50.0,87.0,surplus,414320305303463.5,1.0072463768115942,-0.007246376811594235
140,20,5,2017,16.799818646992325,24.0,32.5,68.0,88.0,surplus,1366546160920979.2,1.0071942446043165,-0.007194244604316502
141,21,5,2017,19.935,22.5,32.5,52.0,88.0,surplus,128905219688294.64,1.0071428571428571,-0.0071428571428571175
142,22,5,2017,17.70272426794958,24.0,33.5,47.0,86.0,surplus,198674193578475.03,1.0070921985815602,-0.007092198581560183
143,23,5,2017,16.4844,24.0,33.0,52.0,86.0,surplus,433686572799840.1,1.0070422535211268,-0.007042253521126751
144,24,5,2017,12.339,26.0,34.0,58.0,88.0,surplus,1577329732979355.0,1.006993006993007,-0.006993006993007089
145,25,5,2017,17.446174092427473,21.5,26.5,69.0,87.0,deficit,-281762696673385.9,1.0069444444444444,-0.00694444444444442
146,26,5,2017,18.243,21.0,31.0,50.0,88.0,deficit,-531128127759580.56,1.006896551724138,-0.006896551724137945
147,27,5,2017,18.441,22.5,31.5,51.0,87.0,deficit,-146310028043457.72,1.0068493150684932,-0.006849315068493178
148,28,5,2017,16.335,23.5,32.0,56.0,87.0,surplus,466114956218387.5,1.0068027210884354,-0.006802721088435382
149,29,5,2017,13.6692,25.1,33.0,55.0,88.0,surplus,1022135098115029.2,1.0067567567567568,-0.006756756756756799
150,30,5,2017,15.2208,21.0,29.0,72.0,86.0,surplus,252299681632827.78,1.0067114093959733,-0.006711409395973256
151,31,5,2017,16.9218,21.0,31.0,60.0,88.0,surplus,63924184886887.16,1.0066666666666666,-0.006666666666666599
152,1,6,2017,16.610996298918213,22.1,32.5,50.0,86.0,deficit,-149430460684019.16,1.0066225165562914,-0.0066225165562914245
153,2,6,2017,12.5946,21.5,30.5,61.0,87.0,surplus,79811775264355.84,1.006578947368421,-0.006578947368421018
154,3,6,2017,14.6502,23.2,30.5,66.0,88.0,surplus,806036845745267.2,1.0065359477124183,-0.006535947712418277
155,4,6,2017,15.857742857142856,27.0,34.0,81.0,88.0,surplus,3969354111123440.5,1.0064935064935066,-0.006493506493506551
156,5,6,2017,16.2216,22.0,31.5,54.0,86.0,deficit,-103555653483668.75,1.0064516129032257,-0.006451612903225712
157,6,6,2017,11.1222,23.5,31.0,57.0,88.0,surplus,414616594161314.06,1.0064102564102564,-0.0064102564102563875
158,7,6,2017,18.1836,22.0,30.5,54.0,86.0,deficit,-317272308343480.1,1.0063694267515924,-0.006369426751592355
159,8,6,2017,16.1802,22.5,32.5,55.0,87.0,surplus,345553498176929.94,1.0063291139240507,-0.006329113924050667
160,9,6,2017,16.0704,24.0,33.0,57.0,88.0,surplus,1046393345717131.9,1.0062893081761006,-0.0062893081761006275
161,10,6,2017,13.599,25.0,32.5,58.0,88.0,surplus,1277648160000483.0,1.00625,-0.006250000000000089
162,11,6,2017,12.9438,25.0,30.5,70.0,88.0,surplus,1655773737998366.5,1.0062111801242235,-0.006211180124223503
163,12,6,2017,13.635,22.5,28.5,64.0,87.0,surplus,35481611774857.7,1.0061728395061729,-0.006172839506172867
164,13,6,2017,13.7304,22.0,29.0,64.0,89.0,surplus,128692660172027.66,1.0061349693251533,-0.006134969325153339
165,14,6,2017,14.906057142857142,23.0,27.5,70.0,88.0,surplus,342467059460819.56,1.0060975609756098,-0.0060975609756097615
166,15,6,2017,12.6054,22.5,30.0,63.0,92.0,surplus,601112253164484.0,1.006060606060606,-0.0060606060606061
167,16,6,2017,16.7292,22.5,30.5,62.0,94.0,surplus,778225402303934.4,1.0060240963855422,-0.006024096385542244
168,17,6,2017,15.228,21.5,28.5,57.0,94.0,deficit,-387916156963440.56,1.0059880239520957,-0.0059880239520957446
169,18,6,2017,13.374,22.5,30.0,85.0,94.0,surplus,2469103627994547.0,1.005952380952381,-0.005952380952380931
170,19,6,2017,11.4984,22.5,27.0,67.0,98.0,surplus,424973822196973.06,1.0059171597633136,-0.00591715976331364
171,20,6,2017,10.9368,22.0,28.0,71.0,95.0,surplus,678841438499986.1,1.0058823529411764,-0.00588235294117645
172,21,6,2017,13.611122448979591,21.5,30.1,54.0,92.0,deficit,-334905662089142.75,1.0058479532163742,-0.005847953216374213
173,22,6,2017,13.426131778425656,21.0,32.0,50.0,94.0,deficit,-243866208084646.4,1.005813953488372,-0.005813953488372103
174,23,6,2017,14.0,24.0,29.5,72.0,95.0,surplus,1922202548131167.0,1.0057803468208093,-0.005780346820809301
175,24,6,2017,16.85,24.0,29.0,70.0,96.0,surplus,1684808743218847.5,1.0057471264367817,-0.005747126436781658
176,25,6,2017,17.32,22.2,30.5,63.0,96.0,surplus,979044658496961.8,1.0057142857142858,-0.005714285714285783
177,26,6,2017,14.08,22.0,29.5,68.0,95.0,surplus,971938805127968.1,1.0056818181818181,-0.005681818181818121
178,27,6,2017,16.81,22.5,30.0,66.0,95.0,surplus,1139434912304209.5,1.0056497175141244,-0.005649717514124353
179,28,6,2017,16.288731778425657,24.0,31.5,44.0,94.0,deficit,-6362256784353.166,1.0056179775280898,-0.00561797752808979
180,29,6,2017,16.047,23.5,30.0,63.0,97.0,surplus,1386982707786611.2,1.005586592178771,-0.005586592178770999
181,30,6,2017,17.03,23.0,30.5,63.0,95.0,surplus,1244540017435650.8,1.0055555555555555,-0.005555555555555536
182,1,7,2017,12.74,23.5,29.0,75.0,97.0,surplus,2151143786855175.8,1.0055248618784531,-0.005524861878453136
183,2,7,2017,16.96,23.0,31.5,63.0,94.0,surplus,1552783997352321.2,1.0054945054945055,-0.005494505494505475
184,3,7,2017,17.93,24.0,30.5,63.0,95.0,surplus,1661088699182157.8,1.005464480874317,-0.005464480874316946
185,4,7,2017,17.86,24.0,30.0,55.0,96.0,surplus,810527927075252.2,1.0054347826086956,-0.005434782608695565
186,5,7,2017,11.66,22.5,29.5,70.0,97.0,surplus,1584764951762862.2,1.0054054054054054,-0.00540540540540535
187,6,7,2017,14.0778,23.5,26.0,88.0,96.0,surplus,2078307352587485.8,1.0053763440860215,-0.005376344086021501
188,7,7,2017,15.16,22.5,29.5,70.0,95.0,surplus,1467600262848732.8,1.0053475935828877,-0.005347593582887722
189,8,7,2017,13.54,22.2,29.0,71.0,95.0,surplus,1273510054257730.0,1.0053191489361701,-0.005319148936170137
190,9,7,2017,15.312542857142855,23.0,24.5,93.0,98.0,surplus,1870020736909025.2,1.0052910052910053,-0.005291005291005346
191,10,7,2017,19.22,22.5,27.5,61.0,96.0,surplus,32411239305449.613,1.0052631578947369,-0.0052631578947368585
192,11,7,2017,21.02,20.5,29.5,51.0,95.0,deficit,-1077159183637030.0,1.0052356020942408,-0.005235602094240788
193,12,7,2017,15.88,21.0,27.5,73.0,94.0,surplus,421981727014278.9,1.0052083333333333,-0.005208333333333259
194,13,7,2017,14.29,22.0,28.0,72.0,97.0,surplus,1109363742087942.9,1.005181347150259,-0.005181347150259086
195,14,7,2017,12.02,22.5,27.1,70.0,96.0,surplus,714108340402223.2,1.0051546391752577,-0.005154639175257714
196,15,7,2017,14.36,22.0,28.0,69.0,95.0,surplus,696488637312120.5,1.005128205128205,-0.00512820512820511
197,16,7,2017,13.43,22.2,29.5,70.0,96.0,surplus,1568924245326072.2,1.0051020408163265,-0.005102040816326481
198,17,7,2017,15.745714285714286,23.0,26.0,90.0,98.0,surplus,2466643194576089.5,1.0050761421319796,-0.0050761421319796
199,18,7,2017,11.16,23.5,27.5,80.0,98.0,surplus,2485868587357097.0,1.005050505050505,-0.005050505050504972
200,19,7,2017,15.34,23.8,29.5,70.0,98.0,surplus,2515569780345048.0,1.0050251256281406,-0.005025125628140614
201,20,7,2017,13.54,23.0,30.0,74.0,95.0,surplus,2564064649034961.5,1.005,-0.004999999999999893
202,21,7,2017,13.32,23.0,28.0,79.0,98.0,surplus,2459099351912797.0,1.0049751243781095,-0.004975124378109541
203,22,7,2017,13.3272,22.5,28.5,82.0,98.0,surplus,2817688857189390.5,1.004950495049505,-0.004950495049504955
204,23,7,2017,13.43,22.0,28.5,73.0,96.0,surplus,1469926211411108.2,1.0049261083743843,-0.0049261083743843415
205,24,7,2017,16.31,23.0,28.5,69.0,94.0,surplus,1322230509429046.2,1.0049019607843137,-0.004901960784313708
206,25,7,2017,13.5,23.0,27.5,78.0,96.0,surplus,2015372506170914.0,1.0048780487804878,-0.004878048780487809
207,26,7,2017,14.15,23.0,27.5,73.0,95.0,surplus,1423126023758780.0,1.0048543689320388,-0.004854368932038833
208,27,7,2017,19.76,23.2,28.5,76.0,94.0,surplus,2221827872991064.5,1.0048309178743962,-0.004830917874396157
209,28,7,2017,14.8,23.0,28.5,73.0,96.0,surplus,2007729827483927.5,1.0048076923076923,-0.004807692307692291
210,29,7,2017,14.04,23.0,29.5,72.0,96.0,surplus,2400032713386195.0,1.0047846889952152,-0.004784688995215225
211,30,7,2017,12.82,23.0,29.0,75.0,95.0,surplus,2426766325231052.0,1.0047619047619047,-0.004761904761904745
212,31,7,2017,10.66,22.0,28.5,74.0,95.0,surplus,1610508788688660.2,1.004739336492891,-0.004739336492890933
213,1,8,2017,14.247142857142856,22.0,26.0,89.0,98.0,surplus,2245251809656508.8,1.0047169811320755,-0.004716981132075526
214,2,8,2017,13.251742857142858,23.0,27.0,85.0,98.0,surplus,2894319596673769.5,1.0046948356807512,-0.0046948356807512415
215,3,8,2017,12.008685714285715,22.5,26.5,83.0,96.0,surplus,1973650869519903.0,1.0046728971962617,-0.004672897196261738
216,4,8,2017,10.542257142857142,22.1,25.0,86.0,97.0,surplus,1428387222364863.5,1.0046511627906978,-0.0046511627906977715
217,5,8,2017,10.5714,20.5,28.0,75.0,98.0,surplus,1110471721182770.8,1.0046296296296295,-0.004629629629629539
218,6,8,2017,10.0332,23.0,26.5,78.0,96.0,surplus,1741045479797545.5,1.0046082949308757,-0.004608294930875667
219,7,8,2017,10.0152,22.1,26.5,76.0,96.0,surplus,1077591526369490.8,1.0045871559633028,-0.004587155963302836
220,8,8,2017,12.0204,22.0,27.5,63.0,95.0,deficit,-63001846801085.55,1.004566210045662,-0.004566210045662045
221,9,8,2017,10.692,22.0,28.0,72.0,96.0,surplus,1337775537520498.5,1.0045454545454546,-0.00454545454545463
222,10,8,2017,15.3324,22.5,30.0,63.0,96.0,surplus,1450032635326523.0,1.004524886877828,-0.004524886877828038
223,11,8,2017,13.3128,22.5,28.5,70.0,96.0,surplus,1630057134551908.8,1.0045045045045045,-0.0045045045045044585
224,12,8,2017,11.711057142857143,22.5,28.0,72.0,96.0,surplus,1636511579157178.2,1.0044843049327354,-0.004484304932735439
225,13,8,2017,11.421,22.5,28.0,65.0,97.0,surplus,863277184428500.6,1.0044642857142858,-0.0044642857142858094
226,14,8,2017,10.3104,23.5,31.0,65.0,97.0,surplus,3019649235209414.0,1.0044444444444445,-0.004444444444444473
